lead_id,date,campaign_id,channel,region,lead_source,lead_status,deal_value,days_to_convert
LEAD-006837,2025-01-10,CMP-0061,TikTok Ads,LATAM,Paid,Won,4593.36,83.0
LEAD-006838,2025-01-11,CMP-0061,TikTok Ads,LATAM,Paid,Proposal,4567.01,
LEAD-006839,2025-01-11,CMP-0061,TikTok Ads,LATAM,Paid,Lost,0.0,
LEAD-006840,2025-01-11,CMP-0061,TikTok Ads,LATAM,Paid,Won,1677.93,38.0
LEAD-006841,2025-01-11,CMP-0061,TikTok Ads,LATAM,Referral,Won,6389.24,58.0
LEAD-006842,2025-01-11,CMP-0061,TikTok Ads,LATAM,Paid,Proposal,4313.26,
LEAD-006843,2025-01-12,CMP-0061,TikTok Ads,LATAM,Paid,Proposal,3261.01,
LEAD-006844,2025-01-12,CMP-0061,TikTok Ads,LATAM,Paid,Won,6450.26,13.0
LEAD-006845,2025-01-12,CMP-0061,TikTok Ads,LATAM,Organic,Qualified,0.0,
LEAD-006846,2025-01-12,CMP-0061,TikTok Ads,LATAM,Referral,Contacted,0.0,
LEAD-006847,2025-01-12,CMP-0061,TikTok Ads,LATAM,Referral,Won,2830.15,32.0
LEAD-006848,2025-01-13,CMP-0061,TikTok Ads,LATAM,Paid,Proposal,2681.12,
LEAD-006849,2025-01-13,CMP-0061,TikTok Ads,LATAM,Paid,Proposal,4280.0,
LEAD-006850,2025-01-13,CMP-0061,TikTok Ads,LATAM,Direct,Contacted,0.0,
LEAD-006851,2025-01-13,CMP-0061,TikTok Ads,LATAM,Organic,Qualified,0.0,
LEAD-006852,2025-01-13,CMP-0061,TikTok Ads,LATAM,Organic,Won,6698.19,49.0
LEAD-006853,2024-03-21,CMP-0062,TikTok Ads,APAC,Organic,Qualified,0.0,
LEAD-006854,2024-03-27,CMP-0062,TikTok Ads,APAC,Paid,Contacted,0.0,
LEAD-006855,2024-03-27,CMP-0062,TikTok Ads,APAC,Paid,Contacted,0.0,
LEAD-006856,2024-03-27,CMP-0062,TikTok Ads,APAC,Organic,Contacted,0.0,
LEAD-006857,2024-03-27,CMP-0062,TikTok Ads,APAC,Organic,New,0.0,
LEAD-006858,2024-03-28,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006859,2024-04-03,CMP-0062,TikTok Ads,APAC,Referral,Contacted,0.0,
LEAD-006860,2024-04-05,CMP-0062,TikTok Ads,APAC,Paid,Contacted,0.0,
LEAD-006861,2024-04-07,CMP-0062,TikTok Ads,APAC,Paid,Lost,0.0,
LEAD-006862,2024-04-09,CMP-0062,TikTok Ads,APAC,Paid,Won,6289.57,24.0
LEAD-006863,2024-04-10,CMP-0062,TikTok Ads,APAC,Referral,Proposal,1848.0,
LEAD-006864,2024-04-24,CMP-0062,TikTok Ads,APAC,Paid,Contacted,0.0,
LEAD-006865,2024-04-25,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006866,2024-04-26,CMP-0062,TikTok Ads,APAC,Paid,Contacted,0.0,
LEAD-006867,2024-04-30,CMP-0062,TikTok Ads,APAC,Organic,Won,2100.59,9.0
LEAD-006868,2024-04-30,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006869,2024-05-01,CMP-0062,TikTok Ads,APAC,Paid,New,0.0,
LEAD-006870,2024-05-01,CMP-0062,TikTok Ads,APAC,Paid,New,0.0,
LEAD-006871,2024-05-07,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006872,2024-05-07,CMP-0062,TikTok Ads,APAC,Referral,Qualified,0.0,
LEAD-006873,2024-05-08,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006874,2024-05-08,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006875,2024-05-09,CMP-0062,TikTok Ads,APAC,Paid,Qualified,0.0,
LEAD-006876,2024-05-14,CMP-0062,TikTok Ads,APAC,Referral,Contacted,0.0,
LEAD-006877,2024-05-15,CMP-0062,TikTok Ads,APAC,Paid,New,0.0,
LEAD-006878,2024-08-16,CMP-0066,TikTok Ads,Europe,Organic,Proposal,8539.32,
LEAD-006879,2024-08-16,CMP-0066,TikTok Ads,Europe,Organic,Qualified,0.0,
LEAD-006880,2024-08-17,CMP-0066,TikTok Ads,Europe,Referral,Proposal,3240.07,
LEAD-006881,2024-08-18,CMP-0066,TikTok Ads,Europe,Organic,Proposal,9944.67,
LEAD-006882,2024-08-18,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006883,2024-08-19,CMP-0066,TikTok Ads,Europe,Paid,Won,9336.74,17.0
LEAD-006884,2024-08-19,CMP-0066,TikTok Ads,Europe,Organic,Contacted,0.0,
LEAD-006885,2024-08-19,CMP-0066,TikTok Ads,Europe,Organic,Proposal,3365.08,
LEAD-006886,2024-08-20,CMP-0066,TikTok Ads,Europe,Paid,Proposal,4748.46,
LEAD-006887,2024-08-20,CMP-0066,TikTok Ads,Europe,Direct,Lost,0.0,
LEAD-006888,2024-08-20,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006889,2024-08-20,CMP-0066,TikTok Ads,Europe,Direct,Won,3304.25,26.0
LEAD-006890,2024-08-22,CMP-0066,TikTok Ads,Europe,Organic,New,0.0,
LEAD-006891,2024-08-22,CMP-0066,TikTok Ads,Europe,Direct,Proposal,10538.51,
LEAD-006892,2024-08-22,CMP-0066,TikTok Ads,Europe,Paid,Proposal,3657.21,
LEAD-006893,2024-08-22,CMP-0066,TikTok Ads,Europe,Paid,Won,10431.02,55.0
LEAD-006894,2024-08-22,CMP-0066,TikTok Ads,Europe,Paid,Won,10334.19,79.0
LEAD-006895,2024-08-23,CMP-0066,TikTok Ads,Europe,Paid,Contacted,0.0,
LEAD-006896,2024-08-23,CMP-0066,TikTok Ads,Europe,Direct,Proposal,3126.09,
LEAD-006897,2024-08-23,CMP-0066,TikTok Ads,Europe,Referral,Won,5704.88,55.0
LEAD-006898,2024-08-25,CMP-0066,TikTok Ads,Europe,Paid,Proposal,5875.62,
LEAD-006899,2024-08-25,CMP-0066,TikTok Ads,Europe,Paid,Proposal,7057.61,
LEAD-006900,2024-08-25,CMP-0066,TikTok Ads,Europe,Paid,Won,5018.33,53.0
LEAD-006901,2024-08-25,CMP-0066,TikTok Ads,Europe,Organic,Contacted,0.0,
LEAD-006902,2024-08-26,CMP-0066,TikTok Ads,Europe,Paid,Won,11950.59,30.0
LEAD-006903,2024-08-26,CMP-0066,TikTok Ads,Europe,Paid,Won,2734.92,52.0
LEAD-006904,2024-08-27,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006905,2024-08-28,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006906,2024-08-28,CMP-0066,TikTok Ads,Europe,Paid,Proposal,7550.12,
LEAD-006907,2024-08-28,CMP-0066,TikTok Ads,Europe,Referral,Qualified,0.0,
LEAD-006908,2024-08-28,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006909,2024-08-28,CMP-0066,TikTok Ads,Europe,Organic,Won,7888.46,63.0
LEAD-006910,2024-08-29,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006911,2024-08-29,CMP-0066,TikTok Ads,Europe,Organic,Proposal,3557.32,
LEAD-006912,2024-08-29,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006913,2024-08-30,CMP-0066,TikTok Ads,Europe,Paid,Proposal,7396.08,
LEAD-006914,2024-08-30,CMP-0066,TikTok Ads,Europe,Paid,Won,11498.66,28.0
LEAD-006915,2024-08-30,CMP-0066,TikTok Ads,Europe,Paid,Won,5904.42,86.0
LEAD-006916,2024-08-30,CMP-0066,TikTok Ads,Europe,Organic,Qualified,0.0,
LEAD-006917,2024-08-30,CMP-0066,TikTok Ads,Europe,Paid,Won,6657.88,80.0
LEAD-006918,2024-09-01,CMP-0066,TikTok Ads,Europe,Referral,Proposal,6788.3,
LEAD-006919,2024-09-02,CMP-0066,TikTok Ads,Europe,Paid,Proposal,10392.03,
LEAD-006920,2024-09-03,CMP-0066,TikTok Ads,Europe,Paid,Won,3282.13,22.0
LEAD-006921,2024-09-03,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006922,2024-09-05,CMP-0066,TikTok Ads,Europe,Direct,Won,10858.38,82.0
LEAD-006923,2024-09-05,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006924,2024-09-06,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006925,2024-09-06,CMP-0066,TikTok Ads,Europe,Organic,Won,10770.09,80.0
LEAD-006926,2024-09-06,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006927,2024-09-06,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006928,2024-09-06,CMP-0066,TikTok Ads,Europe,Referral,Contacted,0.0,
LEAD-006929,2024-09-09,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006930,2024-09-09,CMP-0066,TikTok Ads,Europe,Paid,Proposal,2992.58,
LEAD-006931,2024-09-10,CMP-0066,TikTok Ads,Europe,Paid,Proposal,4640.02,
LEAD-006932,2024-09-12,CMP-0066,TikTok Ads,Europe,Paid,Won,7369.93,13.0
LEAD-006933,2024-09-12,CMP-0066,TikTok Ads,Europe,Referral,New,0.0,
LEAD-006934,2024-09-13,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006935,2024-09-13,CMP-0066,TikTok Ads,Europe,Paid,Contacted,0.0,
LEAD-006936,2024-09-14,CMP-0066,TikTok Ads,Europe,Referral,Contacted,0.0,
LEAD-006937,2024-09-15,CMP-0066,TikTok Ads,Europe,Organic,Contacted,0.0,
LEAD-006938,2024-09-16,CMP-0066,TikTok Ads,Europe,Paid,Won,11521.07,36.0
LEAD-006939,2024-09-16,CMP-0066,TikTok Ads,Europe,Referral,New,0.0,
LEAD-006940,2024-09-16,CMP-0066,TikTok Ads,Europe,Referral,Qualified,0.0,
LEAD-006941,2024-09-17,CMP-0066,TikTok Ads,Europe,Referral,Contacted,0.0,
LEAD-006942,2024-09-17,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006943,2024-09-17,CMP-0066,TikTok Ads,Europe,Referral,Contacted,0.0,
LEAD-006944,2024-09-17,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006945,2024-09-17,CMP-0066,TikTok Ads,Europe,Organic,New,0.0,
LEAD-006946,2024-09-18,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006947,2024-09-19,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006948,2024-09-19,CMP-0066,TikTok Ads,Europe,Referral,Qualified,0.0,
LEAD-006949,2024-09-20,CMP-0066,TikTok Ads,Europe,Paid,Proposal,5167.79,
LEAD-006950,2024-09-20,CMP-0066,TikTok Ads,Europe,Paid,Proposal,9661.45,
LEAD-006951,2024-09-21,CMP-0066,TikTok Ads,Europe,Direct,Proposal,7991.08,
LEAD-006952,2024-09-21,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006953,2024-09-22,CMP-0066,TikTok Ads,Europe,Referral,Won,7416.01,46.0
LEAD-006954,2024-09-22,CMP-0066,TikTok Ads,Europe,Organic,Proposal,8309.75,
LEAD-006955,2024-09-23,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006956,2024-09-24,CMP-0066,TikTok Ads,Europe,Referral,Proposal,12119.33,
LEAD-006957,2024-09-24,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006958,2024-09-24,CMP-0066,TikTok Ads,Europe,Paid,Proposal,11810.21,
LEAD-006959,2024-09-24,CMP-0066,TikTok Ads,Europe,Organic,Lost,0.0,
LEAD-006960,2024-09-24,CMP-0066,TikTok Ads,Europe,Referral,Contacted,0.0,
LEAD-006961,2024-09-25,CMP-0066,TikTok Ads,Europe,Paid,Won,3464.34,84.0
LEAD-006962,2024-09-25,CMP-0066,TikTok Ads,Europe,Referral,Lost,0.0,
LEAD-006963,2024-09-25,CMP-0066,TikTok Ads,Europe,Organic,Won,4542.2,64.0
LEAD-006964,2024-09-26,CMP-0066,TikTok Ads,Europe,Paid,Proposal,12121.59,
LEAD-006965,2024-09-27,CMP-0066,TikTok Ads,Europe,Paid,Won,7919.99,78.0
LEAD-006966,2024-09-27,CMP-0066,TikTok Ads,Europe,Organic,Proposal,5516.7,
LEAD-006967,2024-09-30,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006968,2024-09-30,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006969,2024-09-30,CMP-0066,TikTok Ads,Europe,Direct,Proposal,12460.39,
LEAD-006970,2024-10-01,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006971,2024-10-02,CMP-0066,TikTok Ads,Europe,Referral,New,0.0,
LEAD-006972,2024-10-02,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006973,2024-10-02,CMP-0066,TikTok Ads,Europe,Referral,Qualified,0.0,
LEAD-006974,2024-10-03,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006975,2024-10-04,CMP-0066,TikTok Ads,Europe,Referral,Qualified,0.0,
LEAD-006976,2024-10-05,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006977,2024-10-07,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006978,2024-10-07,CMP-0066,TikTok Ads,Europe,Referral,Lost,0.0,
LEAD-006979,2024-10-07,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-006980,2024-10-07,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-006981,2024-10-07,CMP-0066,TikTok Ads,Europe,Paid,Won,11918.87,22.0
LEAD-006982,2024-10-08,CMP-0066,TikTok Ads,Europe,Organic,Won,8405.88,41.0
LEAD-006983,2024-10-09,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006984,2024-10-10,CMP-0066,TikTok Ads,Europe,Organic,Proposal,6484.31,
LEAD-006985,2024-10-11,CMP-0066,TikTok Ads,Europe,Paid,Won,6986.44,20.0
LEAD-006986,2024-10-11,CMP-0066,TikTok Ads,Europe,Paid,Contacted,0.0,
LEAD-006987,2024-10-11,CMP-0066,TikTok Ads,Europe,Paid,Won,5852.72,52.0
LEAD-006988,2024-10-11,CMP-0066,TikTok Ads,Europe,Referral,Won,12430.05,16.0
LEAD-006989,2024-10-11,CMP-0066,TikTok Ads,Europe,Organic,Qualified,0.0,
LEAD-006990,2024-10-14,CMP-0066,TikTok Ads,Europe,Organic,Proposal,7621.1,
LEAD-006991,2024-10-14,CMP-0066,TikTok Ads,Europe,Referral,Won,8084.72,74.0
LEAD-006992,2024-10-14,CMP-0066,TikTok Ads,Europe,Paid,Won,9632.23,9.0
LEAD-006993,2024-10-15,CMP-0066,TikTok Ads,Europe,Direct,Contacted,0.0,
LEAD-006994,2024-10-15,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-006995,2024-10-15,CMP-0066,TikTok Ads,Europe,Direct,Qualified,0.0,
LEAD-006996,2024-10-15,CMP-0066,TikTok Ads,Europe,Direct,Qualified,0.0,
LEAD-006997,2024-10-16,CMP-0066,TikTok Ads,Europe,Organic,New,0.0,
LEAD-006998,2024-10-16,CMP-0066,TikTok Ads,Europe,Paid,Contacted,0.0,
LEAD-006999,2024-10-16,CMP-0066,TikTok Ads,Europe,Paid,New,0.0,
LEAD-007000,2024-10-17,CMP-0066,TikTok Ads,Europe,Direct,Qualified,0.0,
LEAD-007001,2024-10-19,CMP-0066,TikTok Ads,Europe,Paid,Won,9728.35,27.0
LEAD-007002,2024-10-21,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-007003,2024-10-21,CMP-0066,TikTok Ads,Europe,Paid,Qualified,0.0,
LEAD-007004,2024-10-21,CMP-0066,TikTok Ads,Europe,Paid,Proposal,3739.16,
LEAD-007005,2024-10-21,CMP-0066,TikTok Ads,Europe,Paid,Won,11211.21,10.0
LEAD-007006,2024-10-21,CMP-0066,TikTok Ads,Europe,Paid,Won,10336.64,85.0
LEAD-007007,2024-10-22,CMP-0066,TikTok Ads,Europe,Paid,Won,9771.83,19.0
LEAD-007008,2024-10-22,CMP-0066,TikTok Ads,Europe,Paid,Lost,0.0,
LEAD-007009,2024-10-22,CMP-0066,TikTok Ads,Europe,Organic,Contacted,0.0,
LEAD-007010,2024-10-23,CMP-0066,TikTok Ads,Europe,Organic,Contacted,0.0,
LEAD-007011,2024-10-23,CMP-0066,TikTok Ads,Europe,Organic,Won,7919.82,44.0
LEAD-007012,2024-10-23,CMP-0066,TikTok Ads,Europe,Referral,Won,11529.19,3.0
LEAD-007013,2024-10-23,CMP-0066,TikTok Ads,Europe,Paid,Won,7403.37,31.0
LEAD-007014,2024-04-30,CMP-0067,LinkedIn Ads,North America,Organic,New,0.0,
LEAD-007015,2024-04-30,CMP-0067,LinkedIn Ads,North America,Referral,Proposal,6387.06,
LEAD-007016,2024-04-30,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007017,2024-04-30,CMP-0067,LinkedIn Ads,North America,Direct,New,0.0,
LEAD-007018,2024-04-30,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,8566.75,
LEAD-007019,2024-05-01,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007020,2024-05-01,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007021,2024-05-02,CMP-0067,LinkedIn Ads,North America,Direct,Qualified,0.0,
LEAD-007022,2024-05-02,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007023,2024-05-02,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007024,2024-05-02,CMP-0067,LinkedIn Ads,North America,Organic,Qualified,0.0,
LEAD-007025,2024-05-03,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,7683.55,
LEAD-007026,2024-05-04,CMP-0067,LinkedIn Ads,North America,Referral,Contacted,0.0,
LEAD-007027,2024-05-06,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007028,2024-05-06,CMP-0067,LinkedIn Ads,North America,Organic,Lost,0.0,
LEAD-007029,2024-05-07,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007030,2024-05-07,CMP-0067,LinkedIn Ads,North America,Direct,Lost,0.0,
LEAD-007031,2024-05-08,CMP-0067,LinkedIn Ads,North America,Organic,Proposal,5985.36,
LEAD-007032,2024-05-09,CMP-0067,LinkedIn Ads,North America,Referral,Contacted,0.0,
LEAD-007033,2024-05-09,CMP-0067,LinkedIn Ads,North America,Direct,New,0.0,
LEAD-007034,2024-05-09,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007035,2024-05-09,CMP-0067,LinkedIn Ads,North America,Organic,New,0.0,
LEAD-007036,2024-05-12,CMP-0067,LinkedIn Ads,North America,Direct,Contacted,0.0,
LEAD-007037,2024-05-13,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,6905.92,
LEAD-007038,2024-05-13,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007039,2024-05-13,CMP-0067,LinkedIn Ads,North America,Organic,Won,8392.99,2.0
LEAD-007040,2024-05-13,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007041,2024-05-13,CMP-0067,LinkedIn Ads,North America,Referral,Qualified,0.0,
LEAD-007042,2024-05-14,CMP-0067,LinkedIn Ads,North America,Referral,Contacted,0.0,
LEAD-007043,2024-05-14,CMP-0067,LinkedIn Ads,North America,Direct,Contacted,0.0,
LEAD-007044,2024-05-15,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007045,2024-05-15,CMP-0067,LinkedIn Ads,North America,Referral,Proposal,2363.76,
LEAD-007046,2024-05-16,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007047,2024-05-16,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,7574.87,
LEAD-007048,2024-05-17,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007049,2024-05-17,CMP-0067,LinkedIn Ads,North America,Organic,Qualified,0.0,
LEAD-007050,2024-05-17,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007051,2024-05-17,CMP-0067,LinkedIn Ads,North America,Organic,Qualified,0.0,
LEAD-007052,2024-05-19,CMP-0067,LinkedIn Ads,North America,Direct,Qualified,0.0,
LEAD-007053,2024-05-22,CMP-0067,LinkedIn Ads,North America,Organic,Qualified,0.0,
LEAD-007054,2024-05-22,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,5043.06,
LEAD-007055,2024-05-23,CMP-0067,LinkedIn Ads,North America,Referral,Lost,0.0,
LEAD-007056,2024-05-24,CMP-0067,LinkedIn Ads,North America,Referral,Qualified,0.0,
LEAD-007057,2024-05-24,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007058,2024-05-25,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,4455.65,
LEAD-007059,2024-05-26,CMP-0067,LinkedIn Ads,North America,Organic,New,0.0,
LEAD-007060,2024-05-26,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,4679.85,
LEAD-007061,2024-05-26,CMP-0067,LinkedIn Ads,North America,Organic,Lost,0.0,
LEAD-007062,2024-05-26,CMP-0067,LinkedIn Ads,North America,Organic,New,0.0,
LEAD-007063,2024-05-27,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007064,2024-05-28,CMP-0067,LinkedIn Ads,North America,Organic,Contacted,0.0,
LEAD-007065,2024-05-28,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007066,2024-05-28,CMP-0067,LinkedIn Ads,North America,Referral,Contacted,0.0,
LEAD-007067,2024-05-28,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,1771.16,
LEAD-007068,2024-05-29,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007069,2024-05-30,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,6260.09,
LEAD-007070,2024-05-30,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007071,2024-05-30,CMP-0067,LinkedIn Ads,North America,Organic,Proposal,4717.64,
LEAD-007072,2024-05-30,CMP-0067,LinkedIn Ads,North America,Paid,Won,3522.66,1.0
LEAD-007073,2024-05-31,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007074,2024-06-02,CMP-0067,LinkedIn Ads,North America,Organic,Won,8517.47,9.0
LEAD-007075,2024-06-02,CMP-0067,LinkedIn Ads,North America,Organic,New,0.0,
LEAD-007076,2024-06-03,CMP-0067,LinkedIn Ads,North America,Referral,Contacted,0.0,
LEAD-007077,2024-06-03,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,6488.83,
LEAD-007078,2024-06-03,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007079,2024-06-03,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007080,2024-06-04,CMP-0067,LinkedIn Ads,North America,Paid,Won,6038.26,85.0
LEAD-007081,2024-06-06,CMP-0067,LinkedIn Ads,North America,Paid,Won,7220.01,79.0
LEAD-007082,2024-06-06,CMP-0067,LinkedIn Ads,North America,Organic,Proposal,3470.4,
LEAD-007083,2024-06-07,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007084,2024-06-07,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007085,2024-06-07,CMP-0067,LinkedIn Ads,North America,Referral,Qualified,0.0,
LEAD-007086,2024-06-07,CMP-0067,LinkedIn Ads,North America,Referral,Qualified,0.0,
LEAD-007087,2024-06-07,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007088,2024-06-09,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007089,2024-06-10,CMP-0067,LinkedIn Ads,North America,Paid,Won,4785.78,49.0
LEAD-007090,2024-06-10,CMP-0067,LinkedIn Ads,North America,Referral,Contacted,0.0,
LEAD-007091,2024-06-10,CMP-0067,LinkedIn Ads,North America,Organic,Contacted,0.0,
LEAD-007092,2024-06-10,CMP-0067,LinkedIn Ads,North America,Referral,Won,6194.86,81.0
LEAD-007093,2024-06-10,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007094,2024-06-11,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007095,2024-06-11,CMP-0067,LinkedIn Ads,North America,Organic,Qualified,0.0,
LEAD-007096,2024-06-11,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007097,2024-06-12,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007098,2024-06-14,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007099,2024-06-14,CMP-0067,LinkedIn Ads,North America,Organic,New,0.0,
LEAD-007100,2024-06-16,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007101,2024-06-18,CMP-0067,LinkedIn Ads,North America,Referral,Qualified,0.0,
LEAD-007102,2024-06-19,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007103,2024-06-20,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007104,2024-06-20,CMP-0067,LinkedIn Ads,North America,Organic,Lost,0.0,
LEAD-007105,2024-06-20,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,4787.44,
LEAD-007106,2024-06-21,CMP-0067,LinkedIn Ads,North America,Paid,Won,4896.66,57.0
LEAD-007107,2024-06-22,CMP-0067,LinkedIn Ads,North America,Paid,Won,5518.08,57.0
LEAD-007108,2024-06-22,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,3352.44,
LEAD-007109,2024-06-25,CMP-0067,LinkedIn Ads,North America,Direct,New,0.0,
LEAD-007110,2024-06-25,CMP-0067,LinkedIn Ads,North America,Organic,Lost,0.0,
LEAD-007111,2024-06-26,CMP-0067,LinkedIn Ads,North America,Direct,Proposal,4814.93,
LEAD-007112,2024-06-26,CMP-0067,LinkedIn Ads,North America,Referral,Qualified,0.0,
LEAD-007113,2024-06-27,CMP-0067,LinkedIn Ads,North America,Organic,Won,3343.72,28.0
LEAD-007114,2024-06-27,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,3714.41,
LEAD-007115,2024-06-27,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007116,2024-06-28,CMP-0067,LinkedIn Ads,North America,Organic,Contacted,0.0,
LEAD-007117,2024-06-28,CMP-0067,LinkedIn Ads,North America,Organic,Contacted,0.0,
LEAD-007118,2024-06-28,CMP-0067,LinkedIn Ads,North America,Paid,Lost,0.0,
LEAD-007119,2024-07-02,CMP-0067,LinkedIn Ads,North America,Paid,Qualified,0.0,
LEAD-007120,2024-07-02,CMP-0067,LinkedIn Ads,North America,Paid,New,0.0,
LEAD-007121,2024-07-03,CMP-0067,LinkedIn Ads,North America,Paid,Proposal,2527.21,
LEAD-007122,2024-07-03,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
LEAD-007123,2024-07-04,CMP-0067,LinkedIn Ads,North America,Paid,Contacted,0.0,
