date,campaign_id,impressions,clicks,conversions,spend,revenue,likes,shares,bounce_rate,avg_session_duration_sec
2023-10-07,CMP-0047,6569,53,1,151.33,34.51,20,2,0.7343,64.0
2023-10-08,CMP-0047,3883,18,0,88.66,0.0,5,0,0.554,210.6
2023-10-09,CMP-0047,5085,69,1,255.58,80.58,26,1,0.6053,120.2
2023-10-10,CMP-0047,5624,95,2,317.29,132.19,24,4,0.7248,174.2
2023-10-11,CMP-0047,3035,28,0,174.01,0.0,6,0,0.6624,78.9
2023-10-12,CMP-0047,4901,57,1,217.85,64.9,7,1,0.5062,179.4
2023-10-13,CMP-0047,11374,160,4,263.01,120.56,39,4,0.2734,163.6
2023-10-14,CMP-0047,7259,76,2,196.38,123.57,13,0,0.6693,74.9
2023-10-15,CMP-0047,3676,28,0,142.96,0.0,6,0,0.4139,45.6
2023-10-16,CMP-0047,8005,91,1,212.6,47.21,33,5,0.4879,256.1
2023-10-17,CMP-0047,4766,38,0,149.59,0.0,8,1,0.2729,288.5
2023-10-18,CMP-0047,6178,83,2,251.87,159.29,25,3,0.3046,285.9
2023-10-19,CMP-0047,13711,254,8,347.55,199.0,52,6,0.5579,285.2
2023-10-20,CMP-0047,5328,74,1,260.46,62.44,17,1,0.6163,52.5
2023-10-21,CMP-0047,4774,39,0,156.33,0.0,5,0,0.5134,259.1
2023-10-22,CMP-0047,4491,40,1,167.15,33.49,5,0,0.6545,245.7
2023-10-23,CMP-0047,7172,94,2,246.22,52.88,18,2,0.5032,240.8
2023-10-24,CMP-0047,6146,67,1,206.64,52.35,12,0,0.4964,111.3
2023-10-25,CMP-0047,7632,117,3,287.4,217.51,35,4,0.4198,182.7
2023-10-26,CMP-0047,11432,157,3,257.91,228.81,30,4,0.5568,65.7
2023-10-27,CMP-0047,5114,67,1,247.64,87.17,25,4,0.6562,137.0
2023-10-28,CMP-0047,3338,22,0,126.4,0.0,7,1,0.2714,243.5
2023-10-29,CMP-0047,5454,57,1,197.97,38.0,16,1,0.7292,52.4
2023-10-30,CMP-0047,11702,175,4,279.57,328.43,60,10,0.6842,34.7
2023-10-31,CMP-0047,3765,44,0,219.48,0.0,4,0,0.5665,173.3
2023-11-01,CMP-0047,6719,106,3,296.21,87.82,20,3,0.5124,124.2
2023-11-02,CMP-0047,7646,90,1,222.21,89.67,22,2,0.6752,297.3
2023-11-03,CMP-0047,4963,55,1,208.17,52.81,16,1,0.7247,198.3
2023-11-04,CMP-0047,2895,20,0,133.17,0.0,4,0,0.6194,62.8
2023-11-05,CMP-0047,2849,15,0,101.41,0.0,5,0,0.6527,64.3
2023-11-06,CMP-0047,8954,129,3,270.04,232.81,41,3,0.2815,72.1
2023-11-07,CMP-0047,3371,28,0,156.39,0.0,2,0,0.2963,122.5
2024-05-15,CMP-0048,1620,16,0,70.77,0.0,2,0,0.3301,219.5
2024-05-16,CMP-0048,2197,16,0,54.87,0.0,2,0,0.5093,39.8
2024-05-17,CMP-0048,3667,47,1,92.2,159.64,17,2,0.4104,227.8
2024-05-18,CMP-0048,2100,17,0,57.91,0.0,4,0,0.6814,283.5
2024-05-19,CMP-0048,1944,15,0,55.8,0.0,3,0,0.5849,144.3
2024-05-20,CMP-0048,4193,43,1,74.25,126.42,13,1,0.5247,66.8
2024-05-21,CMP-0048,2811,28,0,71.82,0.0,6,0,0.5937,71.5
2024-05-22,CMP-0048,5356,77,2,102.53,302.57,29,4,0.7333,287.7
2024-05-23,CMP-0048,4798,56,1,83.49,93.93,8,1,0.5334,190.2
2024-05-24,CMP-0048,5038,70,2,99.75,346.24,27,4,0.6497,202.3
2024-05-25,CMP-0048,2193,15,0,49.13,0.0,2,0,0.3682,62.5
2024-05-26,CMP-0048,2920,25,0,61.86,0.0,4,0,0.6973,72.9
2024-05-27,CMP-0048,5149,85,3,118.27,274.2,19,2,0.5723,225.1
2024-05-28,CMP-0048,5852,86,3,104.82,236.07,29,2,0.7209,177.7
2024-05-29,CMP-0048,2791,33,0,86.08,0.0,11,1,0.5556,221.6
2024-05-30,CMP-0048,2899,40,1,98.64,111.17,13,2,0.4694,68.2
2024-05-31,CMP-0048,2604,32,0,89.3,0.0,3,0,0.7005,148.5
2024-06-01,CMP-0048,2414,20,0,59.8,0.0,2,0,0.6977,108.2
2024-06-02,CMP-0048,2358,18,0,55.81,0.0,6,0,0.3246,246.5
2024-06-03,CMP-0048,4398,56,1,90.73,61.54,18,1,0.6453,260.9
2024-06-04,CMP-0048,4023,55,1,97.8,72.19,20,1,0.5271,187.9
2024-06-05,CMP-0048,4147,43,1,75.18,173.59,10,1,0.5345,114.6
2024-06-06,CMP-0048,2171,22,0,74.76,0.0,6,0,0.5072,67.6
2024-06-07,CMP-0048,3004,28,0,67.76,0.0,3,0,0.6253,299.3
2024-06-08,CMP-0048,1990,11,0,40.59,0.0,2,0,0.7113,198.9
2024-06-09,CMP-0048,2289,14,0,45.17,0.0,3,0,0.2832,253.0
2024-06-10,CMP-0048,2646,36,1,96.81,77.43,11,2,0.6838,21.5
2024-06-11,CMP-0048,2069,22,0,77.07,0.0,7,1,0.5434,114.3
2024-06-12,CMP-0048,2313,33,1,103.45,90.65,8,1,0.6175,70.0
2024-06-13,CMP-0048,4103,54,1,94.47,75.48,5,0,0.485,75.0
2024-06-14,CMP-0048,2432,19,0,56.88,0.0,7,0,0.2742,58.0
2024-06-15,CMP-0048,1818,17,0,67.52,0.0,2,0,0.6002,146.2
2024-06-16,CMP-0048,2651,25,0,69.38,0.0,2,0,0.623,40.4
2024-06-17,CMP-0048,1919,20,0,75.17,0.0,2,0,0.3105,220.7
2024-06-18,CMP-0048,3813,54,1,101.7,150.53,16,3,0.63,280.7
2024-06-19,CMP-0048,2223,24,0,77.75,0.0,7,0,0.5359,138.0
2024-06-20,CMP-0048,3212,43,1,95.65,123.9,12,1,0.6884,246.2
2024-06-21,CMP-0048,3457,34,0,70.09,0.0,11,1,0.3002,96.1
2024-06-22,CMP-0048,1906,10,0,38.29,0.0,2,0,0.4186,17.5
2024-06-23,CMP-0048,2498,19,0,55.13,0.0,2,0,0.3144,254.4
2024-06-24,CMP-0048,3906,50,1,91.5,147.34,10,1,0.6108,254.3
2024-06-25,CMP-0048,2061,25,0,86.36,0.0,7,1,0.3573,205.1
2024-06-26,CMP-0048,3069,30,0,71.6,0.0,9,1,0.2585,42.7
2024-06-27,CMP-0048,4852,58,1,86.31,64.41,10,1,0.4295,108.1
2024-06-28,CMP-0048,3424,47,1,98.87,91.24,17,1,0.2635,283.3
2024-06-29,CMP-0048,3155,26,0,59.17,0.0,2,0,0.7151,135.4
2024-06-30,CMP-0048,2132,18,0,61.88,0.0,3,0,0.2802,185.7
2024-07-01,CMP-0048,1791,20,0,81.24,0.0,7,0,0.681,21.4
2024-07-02,CMP-0048,3196,52,1,115.8,65.52,9,1,0.7006,112.6
2024-07-03,CMP-0048,2059,20,0,71.75,0.0,6,0,0.571,78.2
2024-07-04,CMP-0048,4497,65,1,102.97,88.18,11,0,0.5581,273.8
2024-07-05,CMP-0048,3887,63,2,115.99,236.47,23,3,0.4343,269.5
2024-07-06,CMP-0048,1981,18,0,65.44,0.0,4,0,0.749,121.0
2024-07-07,CMP-0048,1957,15,0,57.28,0.0,2,0,0.3032,253.5
2024-07-08,CMP-0048,2380,28,0,83.9,0.0,3,0,0.6346,242.2
2024-07-09,CMP-0048,4206,67,2,113.26,106.04,7,1,0.6463,172.8
2024-07-10,CMP-0048,1566,14,0,67.12,0.0,4,0,0.3309,162.1
2024-07-11,CMP-0048,2884,30,0,75.61,0.0,10,1,0.4739,57.2
2024-07-12,CMP-0048,1814,22,0,86.36,0.0,8,1,0.4817,70.7
2024-07-13,CMP-0048,1594,16,0,74.48,0.0,2,0,0.3646,37.7
2024-07-14,CMP-0048,1387,12,0,64.24,0.0,2,0,0.3878,100.6
2024-07-15,CMP-0048,3532,37,0,75.65,0.0,11,0,0.5326,66.8
2024-07-16,CMP-0048,3319,41,1,87.99,122.76,8,0,0.4647,87.3
2024-07-17,CMP-0048,1727,19,0,82.29,0.0,1,0,0.5855,263.6
2024-07-18,CMP-0048,2147,24,0,80.5,0.0,8,1,0.4697,87.5
2024-07-19,CMP-0048,3879,61,2,112.18,207.18,21,1,0.5426,164.5
2024-07-20,CMP-0048,2065,12,0,43.32,0.0,2,0,0.7399,129.9
2024-07-21,CMP-0048,2697,29,1,78.91,91.76,5,0,0.6275,241.6
2024-07-22,CMP-0048,2371,36,1,109.36,131.36,10,0,0.3762,20.6
2024-07-23,CMP-0048,4781,76,2,114.29,261.89,20,3,0.284,218.7
2024-07-24,CMP-0048,3851,46,1,85.13,169.75,13,1,0.2515,86.0
2024-07-25,CMP-0048,4845,62,1,91.0,56.87,20,1,0.5553,158.0
2024-07-26,CMP-0048,3140,29,0,66.93,0.0,10,1,0.7146,127.6
2024-07-27,CMP-0048,2148,16,0,53.44,0.0,4,0,0.3493,183.2
2024-07-28,CMP-0048,2810,25,0,65.6,0.0,5,0,0.3963,132.1
2024-07-29,CMP-0048,3867,64,2,118.14,123.38,10,0,0.2746,151.8
2024-07-30,CMP-0048,2108,21,0,73.04,0.0,3,0,0.3415,225.0
2024-07-31,CMP-0048,4542,55,1,86.96,142.94,15,2,0.706,298.8
2023-01-04,CMP-0049,889,26,0,6.69,0.0,8,1,0.3326,137.8
2023-01-05,CMP-0049,842,22,0,14.82,0.0,2,0,0.5078,248.6
2023-01-06,CMP-0049,829,24,0,8.11,0.0,3,0,0.3292,204.6
2023-01-07,CMP-0049,533,10,0,0.41,0.0,2,0,0.7154,281.9
2023-01-08,CMP-0049,595,11,0,14.16,0.0,1,0,0.6255,177.9
2023-01-09,CMP-0049,922,30,1,8.93,82.23,10,1,0.3233,46.9
2023-01-10,CMP-0049,883,36,1,14.64,87.47,11,1,0.563,289.9
2023-01-11,CMP-0049,905,21,0,13.92,0.0,7,1,0.7353,279.5
2023-01-12,CMP-0049,888,19,0,13.41,0.0,2,0,0.4756,265.9
2023-01-13,CMP-0049,903,19,0,5.34,0.0,7,0,0.4702,159.5
2023-01-14,CMP-0049,555,10,0,6.57,0.0,1,0,0.3798,28.3
2023-01-15,CMP-0049,559,10,0,7.11,0.0,1,0,0.6711,123.4
2023-01-16,CMP-0049,929,31,1,1.28,62.71,3,0,0.292,60.0
2023-01-17,CMP-0049,865,30,1,13.36,68.02,8,1,0.55,135.7
2023-01-18,CMP-0049,916,31,1,13.56,32.65,9,0,0.7216,206.0
2023-01-19,CMP-0049,909,35,1,12.72,67.36,4,0,0.4273,218.3
2023-01-20,CMP-0049,870,30,1,3.88,75.86,10,1,0.4273,27.5
2023-01-21,CMP-0049,557,14,0,13.49,0.0,2,0,0.6969,211.9
2023-01-22,CMP-0049,551,8,0,8.37,0.0,1,0,0.7155,180.6
2024-12-23,CMP-0050,7225,106,3,160.61,535.66,30,2,0.57,267.2
2024-12-24,CMP-0050,5768,64,1,122.58,186.36,11,1,0.4419,85.9
2024-12-25,CMP-0050,2748,26,0,103.07,0.0,2,0,0.4062,33.5
2024-12-26,CMP-0050,2829,38,1,150.05,160.95,4,0,0.7406,116.3
2024-12-27,CMP-0050,7245,114,3,172.79,625.78,25,3,0.3125,158.2
2024-12-28,CMP-0050,2751,19,0,76.03,0.0,3,0,0.5164,158.0
2024-12-29,CMP-0050,2398,14,0,64.06,0.0,1,0,0.4898,297.3
2024-12-30,CMP-0050,5886,76,1,141.12,140.13,20,2,0.5616,33.1
2024-12-31,CMP-0050,3919,50,1,141.25,98.6,17,2,0.6283,221.6
2025-01-01,CMP-0050,5092,74,2,159.53,391.98,20,3,0.7493,263.8
2025-01-02,CMP-0050,7497,117,3,171.07,238.3,19,3,0.6972,112.4
2025-01-03,CMP-0050,7486,97,2,142.06,135.76,17,2,0.2972,109.7
2025-01-04,CMP-0050,5979,68,2,125.44,127.9,10,1,0.3892,101.1
2025-01-05,CMP-0050,2372,20,0,95.59,0.0,2,0,0.2658,70.1
2025-01-06,CMP-0050,3965,48,1,133.8,65.09,12,1,0.2816,230.3
2025-01-07,CMP-0050,3521,31,0,97.43,0.0,10,1,0.3134,88.7
2025-01-08,CMP-0050,5167,64,1,136.21,195.54,18,2,0.7282,222.9
2025-01-09,CMP-0050,6553,80,2,134.09,286.22,21,1,0.2898,92.2
2025-01-10,CMP-0050,6380,100,3,171.38,717.45,33,5,0.5613,276.9
2025-01-11,CMP-0050,4086,37,1,99.95,230.49,9,1,0.5192,244.4
2025-01-12,CMP-0050,1978,12,0,69.91,0.0,2,0,0.4702,280.1
2025-01-13,CMP-0050,4863,66,1,148.72,116.22,24,1,0.4201,89.4
2025-01-14,CMP-0050,4965,74,2,163.07,357.57,9,1,0.6112,208.7
2025-01-15,CMP-0050,4120,71,2,187.7,367.48,17,1,0.5985,123.7
2025-01-16,CMP-0050,7305,113,3,169.28,369.68,13,0,0.5914,32.6
2025-01-17,CMP-0050,7909,120,3,165.64,470.42,39,6,0.3536,104.6
2025-01-18,CMP-0050,3119,26,0,92.59,0.0,3,0,0.38,121.1
2025-01-19,CMP-0050,2155,19,0,98.59,0.0,2,0,0.5757,100.8
2025-01-20,CMP-0050,4407,72,2,179.69,310.93,19,1,0.3967,122.3
2025-01-21,CMP-0050,3426,33,0,105.44,0.0,11,1,0.5284,138.9
2025-01-22,CMP-0050,4891,60,1,133.72,69.0,20,1,0.2572,240.3
2025-01-23,CMP-0050,3690,41,0,121.55,0.0,8,1,0.42,269.4
2025-01-24,CMP-0050,6038,85,2,154.67,401.71,16,1,0.3604,237.7
2025-01-25,CMP-0050,5340,55,1,114.0,65.2,7,1,0.4348,242.7
2025-01-26,CMP-0050,3963,29,0,80.56,0.0,10,0,0.4594,214.7
2025-01-27,CMP-0050,1636,11,0,75.04,0.0,2,0,0.3645,30.3
2025-01-28,CMP-0050,5693,68,1,131.91,181.55,10,0,0.3375,98.8
2025-01-29,CMP-0050,8860,138,4,170.03,814.7,31,5,0.597,150.1
2025-01-30,CMP-0050,5313,77,2,159.22,394.97,21,2,0.3018,65.4
2025-01-31,CMP-0050,6811,97,2,156.08,155.97,20,3,0.5017,287.6
2025-02-01,CMP-0050,3507,27,0,86.36,0.0,5,0,0.6302,294.1
2025-02-02,CMP-0050,1500,9,0,68.08,0.0,2,0,0.6055,297.6
2025-02-03,CMP-0050,4135,60,1,158.58,217.43,9,1,0.7209,141.6
2025-02-04,CMP-0050,5947,65,1,119.78,62.45,22,2,0.7471,131.4
2025-02-05,CMP-0050,6388,121,5,206.56,447.7,41,2,0.6152,277.1
2025-02-06,CMP-0050,3750,55,1,160.17,155.18,9,1,0.4894,80.0
2025-02-07,CMP-0050,4306,50,1,127.07,165.97,10,1,0.274,172.9
2025-02-08,CMP-0050,4528,33,0,80.3,0.0,6,0,0.507,103.3
2025-02-09,CMP-0050,2327,19,0,89.79,0.0,6,0,0.6893,118.2
2025-02-10,CMP-0050,6633,83,2,136.88,462.01,9,1,0.4646,102.1
2025-02-11,CMP-0050,6097,98,3,175.88,532.19,19,1,0.3484,265.8
2025-02-12,CMP-0050,3801,52,1,149.12,230.0,7,1,0.4737,234.4
2025-02-13,CMP-0050,5342,60,1,122.73,192.57,23,3,0.5604,247.4
2025-02-14,CMP-0050,4862,88,3,198.12,416.73,29,4,0.3714,98.6
2025-02-15,CMP-0050,4110,34,1,92.39,193.61,8,0,0.6838,173.2
2025-02-16,CMP-0050,3704,35,1,105.55,90.55,4,0,0.6071,201.7
2025-02-17,CMP-0050,2990,34,0,126.28,0.0,9,0,0.3735,26.9
2025-02-18,CMP-0050,5132,72,2,154.2,348.72,7,0,0.6464,80.4
2025-02-19,CMP-0050,7218,101,3,152.71,451.64,14,2,0.3647,256.6
2025-02-20,CMP-0050,4746,38,0,89.43,0.0,13,2,0.6439,226.0
2025-02-21,CMP-0050,8057,149,6,201.71,1132.37,32,3,0.3933,272.9
2025-02-22,CMP-0050,5949,62,2,115.1,244.32,9,0,0.7084,287.3
2025-02-23,CMP-0050,2600,20,0,84.22,0.0,6,0,0.5175,118.1
2025-02-24,CMP-0050,2674,27,0,112.07,0.0,4,0,0.5262,19.4
2025-02-25,CMP-0050,7086,100,3,153.76,588.05,34,5,0.3705,184.8
2025-02-26,CMP-0050,3915,52,1,146.26,142.17,13,1,0.6871,224.6
2025-02-27,CMP-0050,7746,109,3,153.99,486.67,24,3,0.5072,59.2
2025-02-28,CMP-0050,7952,108,3,149.27,552.92,12,2,0.4073,180.0
2025-03-01,CMP-0050,2780,25,0,100.75,0.0,4,0,0.3188,122.4
2025-03-02,CMP-0050,2827,30,1,117.97,76.12,9,1,0.6238,123.7
2025-03-03,CMP-0050,5141,75,2,160.1,216.41,27,4,0.5743,183.8
2025-03-04,CMP-0050,3262,34,0,113.58,0.0,9,0,0.7379,295.8
2025-03-05,CMP-0050,8678,145,5,182.94,749.97,31,5,0.7219,176.5
2025-03-06,CMP-0050,11386,199,8,190.94,1224.6,50,2,0.539,278.4
2025-03-07,CMP-0050,6777,145,7,234.39,572.62,50,2,0.365,268.4
2025-03-08,CMP-0050,1646,10,0,70.93,0.0,2,0,0.3073,274.4
2025-03-09,CMP-0050,4002,35,1,95.93,173.65,10,1,0.651,152.0
2025-03-10,CMP-0050,3116,24,0,83.9,0.0,3,0,0.4363,242.1
2025-03-11,CMP-0050,5344,78,2,159.67,450.22,13,1,0.7143,200.2
2025-03-12,CMP-0050,5983,70,1,128.0,75.31,17,0,0.4913,135.0
2025-03-13,CMP-0050,10129,185,8,199.07,1712.95,54,4,0.4047,261.9
2025-03-14,CMP-0050,5439,60,1,121.49,209.77,20,1,0.3493,235.3
2025-03-15,CMP-0050,1407,7,0,60.58,0.0,1,0,0.435,247.4
2025-03-16,CMP-0050,4816,36,1,82.86,231.45,9,1,0.2873,20.6
2024-01-14,CMP-0051,7998,118,2,347.48,103.85,46,6,0.461,41.2
2024-01-15,CMP-0051,11366,503,21,1038.31,1390.05,188,17,0.2933,40.7
2024-01-16,CMP-0051,13632,308,6,529.87,537.21,51,4,0.6539,169.4
2024-01-17,CMP-0051,11357,439,16,907.84,1023.25,165,22,0.6362,148.8
2024-01-18,CMP-0051,10577,237,5,527.57,117.58,78,12,0.4649,171.2
2024-01-19,CMP-0051,13490,486,17,844.87,544.1,126,17,0.5609,60.4
2024-01-20,CMP-0051,16449,535,27,763.25,2038.0,138,18,0.529,163.2
2024-01-21,CMP-0051,13585,356,14,615.88,426.81,92,14,0.5704,237.8
2024-01-22,CMP-0051,8970,285,8,746.81,196.54,97,11,0.4315,255.5
2024-01-23,CMP-0051,18731,716,27,897.07,2241.9,76,10,0.3133,283.8
2024-01-24,CMP-0051,11853,457,17,905.95,1393.65,150,15,0.6746,194.9
2024-01-25,CMP-0051,20771,875,36,988.03,2829.42,136,7,0.7389,172.7
2024-01-26,CMP-0051,7096,198,5,655.93,430.97,73,7,0.3196,35.8
2024-01-27,CMP-0051,12173,333,14,642.53,632.16,64,12,0.4803,145.2
2024-01-28,CMP-0051,6151,69,1,263.74,67.79,9,0,0.5511,238.5
2024-01-29,CMP-0051,9813,330,10,788.98,679.26,115,15,0.3902,188.4
2024-01-30,CMP-0051,17341,602,20,814.55,1718.95,138,10,0.3205,283.8
2024-01-31,CMP-0051,16967,735,31,1017.04,1927.13,172,29,0.6908,275.3
2023-02-10,CMP-0052,6702,88,2,216.42,383.31,15,1,0.6617,113.8
2023-02-11,CMP-0052,3156,19,0,98.56,0.0,6,0,0.6398,51.0
2023-02-12,CMP-0052,5700,38,0,110.09,0.0,13,1,0.6653,217.4
2023-02-13,CMP-0052,4960,68,2,224.0,384.35,8,0,0.7127,271.1
2023-02-14,CMP-0052,7674,99,2,212.04,462.23,23,1,0.318,256.6
2023-02-15,CMP-0052,7303,85,2,190.49,183.95,12,1,0.414,220.5
2023-02-16,CMP-0052,9682,115,3,194.73,182.73,14,1,0.7227,247.8
2023-02-17,CMP-0052,6884,103,3,245.44,551.98,32,2,0.3181,134.6
2023-02-18,CMP-0052,4357,32,0,122.91,0.0,12,2,0.4366,152.2
2023-02-19,CMP-0052,3180,26,0,134.69,0.0,6,0,0.7244,41.1
2023-02-20,CMP-0052,13000,246,10,308.94,2354.5,69,12,0.693,46.1
2023-02-21,CMP-0052,7820,73,1,154.1,75.51,11,0,0.6901,227.0
2023-02-22,CMP-0052,4021,33,0,135.65,0.0,11,0,0.5348,71.9
2023-02-23,CMP-0052,5651,86,2,249.21,145.52,19,1,0.2574,287.7
2023-02-24,CMP-0052,5714,65,1,186.2,186.12,25,1,0.5021,238.8
2023-02-25,CMP-0052,5344,42,1,128.37,118.9,7,1,0.3204,176.7
2023-02-26,CMP-0052,4428,31,0,115.68,0.0,8,1,0.4561,52.5
2023-02-27,CMP-0052,6273,78,2,204.25,464.36,25,2,0.6164,288.4
2023-02-28,CMP-0052,14192,247,9,284.32,1373.77,35,4,0.6524,246.1
2023-03-01,CMP-0052,6427,98,3,250.01,666.92,31,1,0.3789,27.9
2023-03-02,CMP-0052,9055,140,5,252.6,805.33,39,3,0.3416,148.5
2023-03-03,CMP-0052,5215,49,1,154.42,234.75,16,2,0.4689,164.3
2023-03-04,CMP-0052,5888,38,0,105.54,0.0,13,0,0.515,130.6
2023-03-05,CMP-0052,1948,7,0,59.25,0.0,0,0,0.3469,171.2
2023-03-06,CMP-0052,10811,119,3,180.57,718.09,43,8,0.5017,170.9
2023-03-07,CMP-0052,15154,238,8,256.67,937.8,40,7,0.6489,194.7
2023-03-08,CMP-0052,12980,189,6,237.72,798.36,26,1,0.417,142.0
2023-03-09,CMP-0052,8098,102,3,205.9,329.42,11,1,0.5599,115.4
2023-03-10,CMP-0052,7789,102,3,214.48,394.42,16,1,0.6623,184.3
2023-03-11,CMP-0052,5079,36,0,118.21,0.0,11,0,0.4967,214.5
2023-03-12,CMP-0052,7152,62,2,142.71,359.79,17,3,0.2999,38.8
2023-03-13,CMP-0052,6551,99,3,248.44,600.61,37,2,0.7431,20.4
2023-03-14,CMP-0052,5099,45,0,145.82,0.0,17,2,0.277,215.3
2023-03-15,CMP-0052,6607,92,3,228.36,192.85,28,2,0.3669,248.0
2023-03-16,CMP-0052,14750,231,8,255.62,1486.03,28,2,0.2503,38.6
2023-03-17,CMP-0052,5470,66,1,197.56,138.79,12,2,0.5329,263.5
2023-03-18,CMP-0052,3882,37,1,156.31,88.42,8,1,0.7095,37.5
2023-03-19,CMP-0052,5738,75,3,214.28,295.88,23,1,0.6893,290.5
2023-03-20,CMP-0052,9968,128,3,210.95,550.65,22,3,0.5588,24.1
2023-03-21,CMP-0052,7724,109,3,232.39,696.17,26,4,0.6021,255.7
2023-03-22,CMP-0052,7357,82,2,183.64,318.27,31,4,0.5449,119.4
2023-03-23,CMP-0052,5280,72,2,223.25,203.02,23,1,0.2549,126.9
2023-03-24,CMP-0052,13800,198,6,235.28,1031.8,77,12,0.2561,211.7
2023-03-25,CMP-0052,6324,55,1,142.44,60.54,11,2,0.6891,137.1
2023-03-26,CMP-0052,4548,30,0,109.14,0.0,9,0,0.5214,193.7
2023-03-27,CMP-0052,12757,175,5,224.34,1159.87,69,6,0.5577,269.2
2023-03-28,CMP-0052,16358,279,11,278.45,1371.16,91,7,0.4369,176.6
2023-03-29,CMP-0052,6600,94,3,234.77,375.13,11,0,0.7319,177.3
2023-03-30,CMP-0052,11393,179,6,256.89,1055.66,39,4,0.707,249.9
2023-03-31,CMP-0052,5092,64,1,205.23,158.41,20,2,0.272,213.2
2023-04-01,CMP-0052,5086,49,1,157.66,146.22,8,1,0.6083,287.6
2023-04-02,CMP-0052,7004,62,2,144.76,325.3,11,1,0.7316,121.9
2023-04-03,CMP-0052,5517,58,1,174.47,60.5,14,1,0.674,59.8
2023-04-04,CMP-0052,8153,114,3,229.17,297.7,33,5,0.2864,75.6
2023-04-05,CMP-0052,6484,68,1,172.71,105.92,25,1,0.3029,168.1
2023-04-06,CMP-0052,5653,65,1,188.17,71.01,10,1,0.6012,57.6
2023-04-07,CMP-0052,11907,163,5,223.6,576.94,58,3,0.6186,24.1
2023-04-08,CMP-0052,3562,31,1,145.25,221.11,7,1,0.4281,16.6
2023-04-09,CMP-0052,5464,34,0,104.49,0.0,12,1,0.3715,58.2
2023-04-10,CMP-0052,15027,240,9,260.86,683.19,52,4,0.318,279.3
2023-04-11,CMP-0052,8113,119,4,240.09,728.4,46,8,0.4783,230.0
2023-04-12,CMP-0052,11323,128,3,185.08,480.5,50,5,0.6786,260.3
2023-04-13,CMP-0052,3933,35,0,149.19,0.0,9,1,0.3337,28.2
2023-04-14,CMP-0052,12456,159,4,209.2,412.99,47,8,0.6487,267.2
2023-04-15,CMP-0052,3549,27,0,124.87,0.0,6,0,0.481,147.1
2023-04-16,CMP-0052,3357,28,0,140.2,0.0,2,0,0.2954,113.1
2023-04-17,CMP-0052,5836,71,2,199.8,376.93,18,1,0.4657,287.9
2023-04-18,CMP-0052,3454,27,0,128.94,0.0,8,0,0.4263,274.5
2023-04-19,CMP-0052,10554,128,3,198.71,462.02,47,7,0.5932,176.2
2023-04-20,CMP-0052,8015,99,2,202.27,398.21,24,1,0.4357,171.8
2023-04-21,CMP-0052,6342,94,3,242.75,497.81,18,2,0.5951,149.1
2023-04-22,CMP-0052,5896,42,1,117.96,76.96,11,0,0.2752,297.8
2023-04-23,CMP-0052,6596,74,3,183.13,307.62,19,3,0.5519,76.5
2023-04-24,CMP-0052,5853,47,0,133.07,0.0,17,2,0.5409,271.3
2023-04-25,CMP-0052,14632,243,9,271.94,987.3,94,9,0.2767,42.4
2023-04-26,CMP-0052,8786,110,3,205.78,270.79,35,2,0.277,172.1
2023-04-27,CMP-0052,11759,181,6,252.48,939.59,52,9,0.3643,203.8
2023-04-28,CMP-0052,6338,84,2,218.88,210.71,15,1,0.3894,75.3
2023-04-29,CMP-0052,4721,48,1,168.35,194.88,12,0,0.4607,286.7
2023-04-30,CMP-0052,4653,36,1,126.48,168.44,5,0,0.3133,193.8
2023-05-01,CMP-0052,3881,39,0,168.11,0.0,6,0,0.7186,213.3
2023-05-02,CMP-0052,8533,144,5,276.65,418.08,45,5,0.6752,51.2
2023-05-03,CMP-0052,11703,150,4,210.55,415.46,47,2,0.6384,52.2
2023-05-04,CMP-0052,5876,81,2,224.99,240.77,9,0,0.3485,209.4
2023-05-05,CMP-0052,14417,237,9,268.65,1097.98,80,6,0.6641,145.2
2023-05-06,CMP-0052,3916,26,0,108.8,0.0,3,0,0.316,35.2
2023-05-07,CMP-0052,3599,33,1,153.43,89.14,9,1,0.6917,210.4
2023-05-08,CMP-0052,9607,111,3,190.03,433.63,23,3,0.6803,60.3
2023-05-09,CMP-0052,10657,136,4,209.75,622.24,18,3,0.3818,255.0
2023-05-10,CMP-0052,11045,147,4,218.56,831.25,17,1,0.3311,176.7
2023-05-11,CMP-0052,7959,73,1,150.8,96.54,9,1,0.5005,119.6
2023-05-12,CMP-0052,7926,88,2,181.88,252.69,31,5,0.7037,146.2
2023-05-13,CMP-0052,8875,94,3,174.15,661.1,20,3,0.7149,39.0
2023-05-14,CMP-0052,6760,66,2,161.4,261.74,13,1,0.3935,232.5
2023-05-15,CMP-0052,6848,89,2,212.74,356.17,20,2,0.7398,210.2
2023-05-16,CMP-0052,10250,141,4,225.92,375.77,23,2,0.2543,199.5
2023-05-17,CMP-0052,7460,92,2,202.77,283.3,12,0,0.3173,266.4
2023-05-18,CMP-0052,7401,124,4,273.9,452.77,17,1,0.4555,54.2
2023-05-19,CMP-0052,11128,141,4,206.81,487.34,41,6,0.3833,58.1
2023-05-20,CMP-0052,6911,60,1,143.46,213.03,17,3,0.5169,155.5
2023-05-21,CMP-0052,10068,103,4,168.52,924.27,29,4,0.7152,57.0
