lead_id,date,campaign_id,channel,region,lead_source,lead_status,deal_value,days_to_convert,lead_score,is_won,deal_size
LEAD-004386,2023-03-12,CMP-0038,Google Ads,North America,Referral,Won,15385.72,50,100,1,Large (>8K)
LEAD-004387,2023-03-12,CMP-0038,Google Ads,North America,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004388,2023-03-12,CMP-0038,Google Ads,North America,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004389,2023-03-12,CMP-0038,Google Ads,North America,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004390,2023-03-13,CMP-0038,Google Ads,North America,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-004391,2023-03-13,CMP-0038,Google Ads,North America,Paid,Proposal,25740.02,-1,75,0,Large (>8K)
LEAD-004392,2023-03-13,CMP-0038,Google Ads,North America,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004393,2023-03-13,CMP-0038,Google Ads,North America,Referral,Proposal,23902.05,-1,75,0,Large (>8K)
LEAD-004394,2023-03-13,CMP-0038,Google Ads,North America,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004395,2023-03-24,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004396,2023-03-24,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004397,2023-03-24,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004398,2023-03-24,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004399,2023-03-24,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004400,2023-03-26,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004401,2023-03-27,CMP-0039,TikTok Ads,APAC,Referral,New,0.0,-1,10,0,No Deal
LEAD-004402,2023-03-27,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004403,2023-03-27,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004404,2023-03-27,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004405,2023-03-27,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6863.08,-1,75,0,Medium (2K-8K)
LEAD-004406,2023-03-28,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004407,2023-03-28,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004408,2023-03-28,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004409,2023-03-28,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004410,2023-03-28,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004411,2023-03-29,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004412,2023-03-29,CMP-0039,TikTok Ads,APAC,Organic,Proposal,1683.33,-1,75,0,Small (<2K)
LEAD-004413,2023-03-29,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004414,2023-03-30,CMP-0039,TikTok Ads,APAC,Paid,Won,6615.6,17,100,1,Medium (2K-8K)
LEAD-004415,2023-03-30,CMP-0039,TikTok Ads,APAC,Organic,Lost,0.0,-1,0,0,No Deal
LEAD-004416,2023-03-30,CMP-0039,TikTok Ads,APAC,Paid,Proposal,7146.9,-1,75,0,Medium (2K-8K)
LEAD-004417,2023-03-30,CMP-0039,TikTok Ads,APAC,Paid,Won,7351.24,10,100,1,Medium (2K-8K)
LEAD-004418,2023-03-30,CMP-0039,TikTok Ads,APAC,Direct,Proposal,3721.74,-1,75,0,Medium (2K-8K)
LEAD-004419,2023-03-31,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004420,2023-04-01,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004421,2023-04-02,CMP-0039,TikTok Ads,APAC,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-004422,2023-04-02,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6327.25,-1,75,0,Medium (2K-8K)
LEAD-004423,2023-04-02,CMP-0039,TikTok Ads,APAC,Referral,Proposal,5960.29,-1,75,0,Medium (2K-8K)
LEAD-004424,2023-04-03,CMP-0039,TikTok Ads,APAC,Direct,New,0.0,-1,10,0,No Deal
LEAD-004425,2023-04-03,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004426,2023-04-03,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004427,2023-04-03,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004428,2023-04-04,CMP-0039,TikTok Ads,APAC,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-004429,2023-04-04,CMP-0039,TikTok Ads,APAC,Referral,New,0.0,-1,10,0,No Deal
LEAD-004430,2023-04-04,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004431,2023-04-04,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004432,2023-04-04,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6800.41,-1,75,0,Medium (2K-8K)
LEAD-004433,2023-04-05,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004434,2023-04-05,CMP-0039,TikTok Ads,APAC,Referral,Proposal,2329.48,-1,75,0,Medium (2K-8K)
LEAD-004435,2023-04-05,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004436,2023-04-05,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004437,2023-04-05,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004438,2023-04-06,CMP-0039,TikTok Ads,APAC,Referral,Won,4625.44,78,100,1,Medium (2K-8K)
LEAD-004439,2023-04-06,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004440,2023-04-06,CMP-0039,TikTok Ads,APAC,Paid,Won,4616.17,55,100,1,Medium (2K-8K)
LEAD-004441,2023-04-07,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004442,2023-04-07,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004443,2023-04-07,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004444,2023-04-07,CMP-0039,TikTok Ads,APAC,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-004445,2023-04-07,CMP-0039,TikTok Ads,APAC,Organic,Won,3211.81,37,100,1,Medium (2K-8K)
LEAD-004446,2023-04-08,CMP-0039,TikTok Ads,APAC,Paid,Won,3062.47,59,100,1,Medium (2K-8K)
LEAD-004447,2023-04-08,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004448,2023-04-09,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004449,2023-04-09,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004450,2023-04-09,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004451,2023-04-10,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004452,2023-04-10,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004453,2023-04-10,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004454,2023-04-10,CMP-0039,TikTok Ads,APAC,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-004455,2023-04-10,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004456,2023-04-11,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004457,2023-04-11,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004458,2023-04-11,CMP-0039,TikTok Ads,APAC,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-004459,2023-04-11,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004460,2023-04-11,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004461,2023-04-12,CMP-0039,TikTok Ads,APAC,Organic,Proposal,5555.79,-1,75,0,Medium (2K-8K)
LEAD-004462,2023-04-12,CMP-0039,TikTok Ads,APAC,Paid,Proposal,3732.47,-1,75,0,Medium (2K-8K)
LEAD-004463,2023-04-12,CMP-0039,TikTok Ads,APAC,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-004464,2023-04-12,CMP-0039,TikTok Ads,APAC,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-004465,2023-04-12,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004466,2023-04-13,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6528.23,-1,75,0,Medium (2K-8K)
LEAD-004467,2023-04-13,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004468,2023-04-13,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004469,2023-04-13,CMP-0039,TikTok Ads,APAC,Direct,Proposal,7479.48,-1,75,0,Medium (2K-8K)
LEAD-004470,2023-04-13,CMP-0039,TikTok Ads,APAC,Paid,Proposal,3326.89,-1,75,0,Medium (2K-8K)
LEAD-004471,2023-04-14,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004472,2023-04-14,CMP-0039,TikTok Ads,APAC,Paid,Won,4375.21,67,100,1,Medium (2K-8K)
LEAD-004473,2023-04-14,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004474,2023-04-14,CMP-0039,TikTok Ads,APAC,Direct,Proposal,5908.93,-1,75,0,Medium (2K-8K)
LEAD-004475,2023-04-14,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004476,2023-04-16,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004477,2023-04-16,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004478,2023-04-16,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004479,2023-04-16,CMP-0039,TikTok Ads,APAC,Organic,Lost,0.0,-1,0,0,No Deal
LEAD-004480,2023-04-16,CMP-0039,TikTok Ads,APAC,Paid,Won,2278.95,79,100,1,Medium (2K-8K)
LEAD-004481,2023-04-17,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004482,2023-04-17,CMP-0039,TikTok Ads,APAC,Paid,Proposal,3914.4,-1,75,0,Medium (2K-8K)
LEAD-004483,2023-04-17,CMP-0039,TikTok Ads,APAC,Paid,Won,4902.13,41,100,1,Medium (2K-8K)
LEAD-004484,2023-04-17,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004485,2023-04-17,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004486,2023-04-18,CMP-0039,TikTok Ads,APAC,Paid,Won,7294.85,37,100,1,Medium (2K-8K)
LEAD-004487,2023-04-18,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004488,2023-04-18,CMP-0039,TikTok Ads,APAC,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-004489,2023-04-18,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004490,2023-04-18,CMP-0039,TikTok Ads,APAC,Direct,Won,5703.79,79,100,1,Medium (2K-8K)
LEAD-004491,2023-04-19,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004492,2023-04-19,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004493,2023-04-19,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004494,2023-04-19,CMP-0039,TikTok Ads,APAC,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-004495,2023-04-19,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004496,2023-04-20,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004497,2023-04-20,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004498,2023-04-21,CMP-0039,TikTok Ads,APAC,Organic,Proposal,5092.01,-1,75,0,Medium (2K-8K)
LEAD-004499,2023-04-21,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004500,2023-04-21,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004501,2023-04-21,CMP-0039,TikTok Ads,APAC,Organic,Lost,0.0,-1,0,0,No Deal
LEAD-004502,2023-04-22,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004503,2023-04-23,CMP-0039,TikTok Ads,APAC,Paid,Won,2236.99,59,100,1,Medium (2K-8K)
LEAD-004504,2023-04-23,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004505,2023-04-24,CMP-0039,TikTok Ads,APAC,Paid,Proposal,2372.35,-1,75,0,Medium (2K-8K)
LEAD-004506,2023-04-24,CMP-0039,TikTok Ads,APAC,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-004507,2023-04-24,CMP-0039,TikTok Ads,APAC,Paid,Proposal,2547.32,-1,75,0,Medium (2K-8K)
LEAD-004508,2023-04-24,CMP-0039,TikTok Ads,APAC,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-004509,2023-04-24,CMP-0039,TikTok Ads,APAC,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-004510,2023-04-25,CMP-0039,TikTok Ads,APAC,Referral,Won,2857.2,56,100,1,Medium (2K-8K)
LEAD-004511,2023-04-25,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004512,2023-04-25,CMP-0039,TikTok Ads,APAC,Organic,Lost,0.0,-1,0,0,No Deal
LEAD-004513,2023-04-26,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004514,2023-04-26,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004515,2023-04-26,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004516,2023-04-26,CMP-0039,TikTok Ads,APAC,Organic,Won,5510.92,74,100,1,Medium (2K-8K)
LEAD-004517,2023-04-27,CMP-0039,TikTok Ads,APAC,Referral,Won,6983.6,7,100,1,Medium (2K-8K)
LEAD-004518,2023-04-27,CMP-0039,TikTok Ads,APAC,Organic,Proposal,3188.05,-1,75,0,Medium (2K-8K)
LEAD-004519,2023-04-27,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004520,2023-04-27,CMP-0039,TikTok Ads,APAC,Direct,Proposal,7127.2,-1,75,0,Medium (2K-8K)
LEAD-004521,2023-04-27,CMP-0039,TikTok Ads,APAC,Paid,Won,5510.2,48,100,1,Medium (2K-8K)
LEAD-004522,2023-04-28,CMP-0039,TikTok Ads,APAC,Paid,Won,2771.7,55,100,1,Medium (2K-8K)
LEAD-004523,2023-04-28,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004524,2023-04-28,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004525,2023-04-29,CMP-0039,TikTok Ads,APAC,Referral,New,0.0,-1,10,0,No Deal
LEAD-004526,2023-04-30,CMP-0039,TikTok Ads,APAC,Referral,Won,2822.29,36,100,1,Medium (2K-8K)
LEAD-004527,2023-04-30,CMP-0039,TikTok Ads,APAC,Paid,Proposal,3968.16,-1,75,0,Medium (2K-8K)
LEAD-004528,2023-05-01,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004529,2023-05-01,CMP-0039,TikTok Ads,APAC,Direct,New,0.0,-1,10,0,No Deal
LEAD-004530,2023-05-01,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004531,2023-05-02,CMP-0039,TikTok Ads,APAC,Paid,Proposal,5732.16,-1,75,0,Medium (2K-8K)
LEAD-004532,2023-05-02,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6855.67,-1,75,0,Medium (2K-8K)
LEAD-004533,2023-05-02,CMP-0039,TikTok Ads,APAC,Paid,Won,7392.48,82,100,1,Medium (2K-8K)
LEAD-004534,2023-05-02,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004535,2023-05-02,CMP-0039,TikTok Ads,APAC,Paid,Proposal,7284.0,-1,75,0,Medium (2K-8K)
LEAD-004536,2023-05-03,CMP-0039,TikTok Ads,APAC,Direct,Won,4697.7,83,100,1,Medium (2K-8K)
LEAD-004537,2023-05-03,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004538,2023-05-03,CMP-0039,TikTok Ads,APAC,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-004539,2023-05-04,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004540,2023-05-04,CMP-0039,TikTok Ads,APAC,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-004541,2023-05-05,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004542,2023-05-05,CMP-0039,TikTok Ads,APAC,Referral,New,0.0,-1,10,0,No Deal
LEAD-004543,2023-05-05,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004544,2023-05-05,CMP-0039,TikTok Ads,APAC,Paid,Proposal,5210.63,-1,75,0,Medium (2K-8K)
LEAD-004545,2023-05-05,CMP-0039,TikTok Ads,APAC,Paid,Proposal,1610.74,-1,75,0,Small (<2K)
LEAD-004546,2023-05-06,CMP-0039,TikTok Ads,APAC,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-004547,2023-05-06,CMP-0039,TikTok Ads,APAC,Paid,Proposal,1810.74,-1,75,0,Small (<2K)
LEAD-004548,2023-05-06,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004549,2023-05-06,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004550,2023-05-06,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004551,2023-05-07,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004552,2023-05-07,CMP-0039,TikTok Ads,APAC,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-004553,2023-05-08,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004554,2023-05-08,CMP-0039,TikTok Ads,APAC,Paid,Won,4226.0,20,100,1,Medium (2K-8K)
LEAD-004555,2023-05-08,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004556,2023-05-08,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004557,2023-05-08,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004558,2023-05-09,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004559,2023-05-09,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004560,2023-05-09,CMP-0039,TikTok Ads,APAC,Paid,Won,4782.3,33,100,1,Medium (2K-8K)
LEAD-004561,2023-05-09,CMP-0039,TikTok Ads,APAC,Direct,Proposal,1867.09,-1,75,0,Small (<2K)
LEAD-004562,2023-05-09,CMP-0039,TikTok Ads,APAC,Paid,Won,5888.07,74,100,1,Medium (2K-8K)
LEAD-004563,2023-05-10,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004564,2023-05-10,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004565,2023-05-10,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004566,2023-05-11,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004567,2023-05-11,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004568,2023-05-11,CMP-0039,TikTok Ads,APAC,Referral,Won,5304.11,27,100,1,Medium (2K-8K)
LEAD-004569,2023-05-11,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004570,2023-05-11,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004571,2023-05-12,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004572,2023-05-12,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004573,2023-05-12,CMP-0039,TikTok Ads,APAC,Referral,Proposal,7136.1,-1,75,0,Medium (2K-8K)
LEAD-004574,2023-05-12,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004575,2023-05-12,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004576,2023-05-13,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004577,2023-05-13,CMP-0039,TikTok Ads,APAC,Paid,Proposal,4155.43,-1,75,0,Medium (2K-8K)
LEAD-004578,2023-05-13,CMP-0039,TikTok Ads,APAC,Paid,Won,6361.59,78,100,1,Medium (2K-8K)
LEAD-004579,2023-05-13,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004580,2023-05-13,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004581,2023-05-14,CMP-0039,TikTok Ads,APAC,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-004582,2023-05-15,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004583,2023-05-15,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004584,2023-05-15,CMP-0039,TikTok Ads,APAC,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-004585,2023-05-15,CMP-0039,TikTok Ads,APAC,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-004586,2023-05-15,CMP-0039,TikTok Ads,APAC,Paid,Proposal,4895.2,-1,75,0,Medium (2K-8K)
LEAD-004587,2023-05-16,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6482.2,-1,75,0,Medium (2K-8K)
LEAD-004588,2023-05-16,CMP-0039,TikTok Ads,APAC,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-004589,2023-05-16,CMP-0039,TikTok Ads,APAC,Paid,Proposal,1927.11,-1,75,0,Small (<2K)
LEAD-004590,2023-05-16,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004591,2023-05-16,CMP-0039,TikTok Ads,APAC,Paid,Proposal,6643.24,-1,75,0,Medium (2K-8K)
LEAD-004592,2023-05-17,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004593,2023-05-17,CMP-0039,TikTok Ads,APAC,Referral,Proposal,5887.45,-1,75,0,Medium (2K-8K)
LEAD-004594,2023-05-17,CMP-0039,TikTok Ads,APAC,Paid,Won,3548.84,86,100,1,Medium (2K-8K)
LEAD-004595,2023-05-17,CMP-0039,TikTok Ads,APAC,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-004596,2023-05-17,CMP-0039,TikTok Ads,APAC,Paid,Proposal,1521.27,-1,75,0,Small (<2K)
LEAD-004597,2023-05-18,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004598,2023-05-18,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004599,2023-05-18,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004600,2023-05-18,CMP-0039,TikTok Ads,APAC,Paid,Won,1820.73,5,100,1,Small (<2K)
LEAD-004601,2023-05-19,CMP-0039,TikTok Ads,APAC,Paid,Proposal,1707.34,-1,75,0,Small (<2K)
LEAD-004602,2023-05-19,CMP-0039,TikTok Ads,APAC,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-004603,2023-05-19,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004604,2023-05-19,CMP-0039,TikTok Ads,APAC,Direct,Won,6967.26,37,100,1,Medium (2K-8K)
LEAD-004605,2023-05-19,CMP-0039,TikTok Ads,APAC,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-004606,2023-05-20,CMP-0039,TikTok Ads,APAC,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-004607,2023-05-20,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004608,2023-05-20,CMP-0039,TikTok Ads,APAC,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-004609,2023-05-20,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004610,2023-05-21,CMP-0039,TikTok Ads,APAC,Referral,Won,6448.16,2,100,1,Medium (2K-8K)
LEAD-004611,2023-05-21,CMP-0039,TikTok Ads,APAC,Organic,Proposal,2913.16,-1,75,0,Medium (2K-8K)
LEAD-004612,2023-05-22,CMP-0039,TikTok Ads,APAC,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-004613,2023-05-23,CMP-0039,TikTok Ads,APAC,Organic,Proposal,5994.0,-1,75,0,Medium (2K-8K)
LEAD-004614,2023-05-23,CMP-0039,TikTok Ads,APAC,Organic,New,0.0,-1,10,0,No Deal
LEAD-004615,2023-05-23,CMP-0039,TikTok Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
LEAD-004616,2023-05-24,CMP-0039,TikTok Ads,APAC,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-004617,2023-05-24,CMP-0039,TikTok Ads,APAC,Organic,Lost,0.0,-1,0,0,No Deal
