date,campaign_id,impressions,clicks,conversions,spend,revenue,likes,shares,bounce_rate,avg_session_duration_sec,ctr,cpc,cpa,roas,conversion_rate,cost_per_impression,year,month,month_name,quarter,week_number,day_of_week,is_weekend
2024-04-29,CMP-0056,3803,152,6,265.93,1250.02,25,2,0.2531,251.7,0.039968,1.7495,44.3217,4.7006,0.039474,69.9264,2024,4,April,2024Q2,18,Monday,False
2024-04-30,CMP-0056,9021,380,18,279.92,2011.4,121,10,0.3331,251.2,0.042124,0.7366,15.5511,7.1856,0.047368,31.0298,2024,4,April,2024Q2,18,Tuesday,False
2024-05-01,CMP-0056,6738,225,8,222.71,561.15,72,7,0.5792,284.8,0.033393,0.9898,27.8388,2.5196,0.035556,33.0528,2024,5,May,2024Q2,18,Wednesday,False
2024-05-02,CMP-0056,5273,135,3,170.77,216.71,42,5,0.7116,197.4,0.025602,1.265,56.9233,1.269,0.022222,32.3857,2024,5,May,2024Q2,18,Thursday,False
2024-05-03,CMP-0056,7003,296,13,281.46,1864.16,43,7,0.518,170.5,0.042268,0.9509,21.6508,6.6232,0.043919,40.1913,2024,5,May,2024Q2,18,Friday,False
2024-05-04,CMP-0056,1632,23,0,95.58,0.0,4,0,0.5271,63.7,0.014093,4.1557,0.0,0.0,0.0,58.5662,2024,5,May,2024Q2,18,Saturday,True
2024-05-05,CMP-0056,3642,83,3,152.41,344.85,25,2,0.6064,104.1,0.02279,1.8363,50.8033,2.2626,0.036145,41.8479,2024,5,May,2024Q2,18,Sunday,True
2024-05-06,CMP-0056,6168,282,14,303.86,3303.3,55,5,0.292,34.0,0.04572,1.0775,21.7043,10.8711,0.049645,49.2639,2024,5,May,2024Q2,19,Monday,False
2024-05-07,CMP-0056,5014,200,8,265.54,555.2,71,4,0.4043,41.4,0.039888,1.3277,33.1925,2.0908,0.04,52.9597,2024,5,May,2024Q2,19,Tuesday,False
2024-05-08,CMP-0056,7516,402,23,355.37,2652.04,97,15,0.5693,116.6,0.053486,0.884,15.4509,7.4628,0.057214,47.2818,2024,5,May,2024Q2,19,Wednesday,False
2024-05-09,CMP-0056,4608,213,11,308.15,1527.95,55,8,0.6161,47.0,0.046224,1.4467,28.0136,4.9585,0.051643,66.8728,2024,5,May,2024Q2,19,Thursday,False
2024-05-10,CMP-0056,6231,208,7,222.28,1001.17,43,4,0.6529,177.8,0.033381,1.0687,31.7543,4.5041,0.033654,35.6732,2024,5,May,2024Q2,19,Friday,False
2024-05-11,CMP-0056,2639,65,2,163.62,224.18,24,1,0.4167,154.2,0.024631,2.5172,81.81,1.3701,0.030769,62.0008,2024,5,May,2024Q2,19,Saturday,True
2024-05-12,CMP-0056,3689,89,3,161.19,300.01,12,0,0.2916,239.4,0.024126,1.8111,53.73,1.8612,0.033708,43.6948,2024,5,May,2024Q2,19,Sunday,True
2024-05-13,CMP-0056,4544,119,3,174.8,309.41,34,6,0.7402,136.7,0.026188,1.4689,58.2667,1.7701,0.02521,38.4683,2024,5,May,2024Q2,20,Monday,False
2024-05-14,CMP-0056,2670,83,2,207.63,290.8,21,1,0.7068,34.5,0.031086,2.5016,103.815,1.4006,0.024096,77.764,2024,5,May,2024Q2,20,Tuesday,False
2024-05-15,CMP-0056,6387,218,8,227.05,1171.08,52,2,0.6636,138.9,0.034132,1.0415,28.3812,5.1578,0.036697,35.5488,2024,5,May,2024Q2,20,Wednesday,False
2024-05-16,CMP-0056,2801,63,1,151.58,71.27,9,1,0.4029,108.1,0.022492,2.406,151.58,0.4702,0.015873,54.1164,2024,5,May,2024Q2,20,Thursday,False
2024-05-17,CMP-0056,6567,255,11,258.15,2494.63,81,9,0.6529,160.9,0.038831,1.0124,23.4682,9.6635,0.043137,39.3102,2024,5,May,2024Q2,20,Friday,False
2024-05-18,CMP-0056,2188,50,2,154.63,323.23,6,0,0.4892,98.4,0.022852,3.0926,77.315,2.0903,0.04,70.6718,2024,5,May,2024Q2,20,Saturday,True
2024-05-19,CMP-0056,3210,52,1,108.29,149.38,16,1,0.4394,61.3,0.016199,2.0825,108.29,1.3794,0.019231,33.7352,2024,5,May,2024Q2,20,Sunday,True
2024-05-20,CMP-0056,7858,326,15,276.4,2489.9,38,3,0.355,127.9,0.041486,0.8479,18.4267,9.0083,0.046012,35.1743,2024,5,May,2024Q2,21,Monday,False
2024-05-21,CMP-0056,7005,308,15,292.34,2454.1,112,16,0.465,291.9,0.043969,0.9492,19.4893,8.3947,0.048701,41.733,2024,5,May,2024Q2,21,Tuesday,False
2024-05-22,CMP-0056,5078,204,9,267.34,1527.54,55,9,0.5947,47.0,0.040173,1.3105,29.7044,5.7138,0.044118,52.6467,2024,5,May,2024Q2,21,Wednesday,False
2024-05-23,CMP-0056,5463,196,7,239.15,1118.17,47,6,0.5156,81.7,0.035878,1.2202,34.1643,4.6756,0.035714,43.7763,2024,5,May,2024Q2,21,Thursday,False
2024-05-24,CMP-0056,8834,380,18,285.97,3376.74,56,8,0.5202,131.7,0.043016,0.7526,15.8872,11.808,0.047368,32.3715,2024,5,May,2024Q2,21,Friday,False
2023-07-17,CMP-0057,836,29,1,7.83,176.41,4,0,0.3885,282.3,0.034689,0.27,7.83,22.53,0.034483,9.366,2023,7,July,2023Q3,29,Monday,False
2023-07-18,CMP-0057,893,29,0,11.65,0.0,9,1,0.585,221.4,0.032475,0.4017,0.0,0.0,0.0,13.0459,2023,7,July,2023Q3,29,Tuesday,False
2023-07-19,CMP-0057,882,33,1,8.74,109.92,8,1,0.6619,268.6,0.037415,0.2648,8.74,12.5767,0.030303,9.9093,2023,7,July,2023Q3,29,Wednesday,False
2023-07-20,CMP-0057,874,23,0,4.93,0.0,4,0,0.7227,226.4,0.026316,0.2143,0.0,0.0,0.0,5.6407,2023,7,July,2023Q3,29,Thursday,False
2023-07-21,CMP-0057,884,28,0,12.64,0.0,4,0,0.5419,223.4,0.031674,0.4514,0.0,0.0,0.0,14.2986,2023,7,July,2023Q3,29,Friday,False
2023-07-22,CMP-0057,537,12,0,9.14,0.0,4,0,0.66,100.3,0.022346,0.7617,0.0,0.0,0.0,17.0205,2023,7,July,2023Q3,29,Saturday,True
2023-07-23,CMP-0057,536,11,0,8.11,0.0,4,0,0.291,19.1,0.020522,0.7373,0.0,0.0,0.0,15.1306,2023,7,July,2023Q3,29,Sunday,True
2023-07-24,CMP-0057,834,13,0,4.92,0.0,2,0,0.7127,246.1,0.015588,0.3785,0.0,0.0,0.0,5.8993,2023,7,July,2023Q3,30,Monday,False
2023-07-25,CMP-0057,919,39,1,11.85,160.76,6,0,0.6869,164.1,0.042437,0.3038,11.85,13.5662,0.025641,12.8945,2023,7,July,2023Q3,30,Tuesday,False
2023-07-26,CMP-0057,836,22,0,5.87,0.0,2,0,0.5691,74.8,0.026316,0.2668,0.0,0.0,0.0,7.0215,2023,7,July,2023Q3,30,Wednesday,False
2023-07-27,CMP-0057,856,27,0,7.54,0.0,9,0,0.291,85.0,0.031542,0.2793,0.0,0.0,0.0,8.8084,2023,7,July,2023Q3,30,Thursday,False
2023-07-28,CMP-0057,944,25,0,14.79,0.0,6,0,0.7082,179.3,0.026483,0.5916,0.0,0.0,0.0,15.6674,2023,7,July,2023Q3,30,Friday,False
2023-07-29,CMP-0057,581,8,0,13.31,0.0,2,0,0.6832,255.5,0.013769,1.6638,0.0,0.0,0.0,22.9088,2023,7,July,2023Q3,30,Saturday,True
2023-07-30,CMP-0057,546,11,0,8.59,0.0,3,0,0.5385,120.6,0.020147,0.7809,0.0,0.0,0.0,15.7326,2023,7,July,2023Q3,30,Sunday,True
2023-07-31,CMP-0057,858,23,0,2.22,0.0,8,1,0.3605,240.0,0.026807,0.0965,0.0,0.0,0.0,2.5874,2023,7,July,2023Q3,31,Monday,False
2023-08-01,CMP-0057,917,34,1,1.34,165.64,6,0,0.6254,230.0,0.037077,0.0394,1.34,123.6119,0.029412,1.4613,2023,8,August,2023Q3,31,Tuesday,False
2023-08-02,CMP-0057,844,30,1,6.97,154.23,9,1,0.3476,206.9,0.035545,0.2323,6.97,22.1277,0.033333,8.2583,2023,8,August,2023Q3,31,Wednesday,False
2023-08-03,CMP-0057,860,21,0,0.3,0.0,2,0,0.5422,18.0,0.024419,0.0143,0.0,0.0,0.0,0.3488,2023,8,August,2023Q3,31,Thursday,False
2023-08-04,CMP-0057,738,24,0,14.38,0.0,8,1,0.4037,199.2,0.03252,0.5992,0.0,0.0,0.0,19.4851,2023,8,August,2023Q3,31,Friday,False
2023-08-05,CMP-0057,516,11,0,4.73,0.0,3,0,0.2795,166.4,0.021318,0.43,0.0,0.0,0.0,9.1667,2023,8,August,2023Q3,31,Saturday,True
2023-08-06,CMP-0057,514,11,0,12.4,0.0,3,0,0.2714,108.4,0.021401,1.1273,0.0,0.0,0.0,24.1245,2023,8,August,2023Q3,31,Sunday,True
2023-08-07,CMP-0057,797,25,0,13.19,0.0,7,0,0.2848,112.8,0.031368,0.5276,0.0,0.0,0.0,16.5496,2023,8,August,2023Q3,32,Monday,False
2023-08-08,CMP-0057,801,27,0,10.46,0.0,6,0,0.451,275.8,0.033708,0.3874,0.0,0.0,0.0,13.0587,2023,8,August,2023Q3,32,Tuesday,False
2023-08-09,CMP-0057,827,32,1,1.18,145.85,8,1,0.5342,74.6,0.038694,0.0369,1.18,123.6017,0.03125,1.4268,2023,8,August,2023Q3,32,Wednesday,False
2023-08-10,CMP-0057,793,19,0,3.63,0.0,5,0,0.5223,293.0,0.02396,0.1911,0.0,0.0,0.0,4.5776,2023,8,August,2023Q3,32,Thursday,False
2023-08-11,CMP-0057,851,28,0,14.65,0.0,6,0,0.7278,143.4,0.032902,0.5232,0.0,0.0,0.0,17.215,2023,8,August,2023Q3,32,Friday,False
2023-08-12,CMP-0057,515,8,0,3.69,0.0,2,0,0.3697,153.9,0.015534,0.4612,0.0,0.0,0.0,7.165,2023,8,August,2023Q3,32,Saturday,True
2023-08-13,CMP-0057,536,10,0,2.79,0.0,3,0,0.3951,127.0,0.018657,0.279,0.0,0.0,0.0,5.2052,2023,8,August,2023Q3,32,Sunday,True
2023-08-14,CMP-0057,807,22,0,10.18,0.0,3,0,0.37,153.6,0.027261,0.4627,0.0,0.0,0.0,12.6146,2023,8,August,2023Q3,33,Monday,False
2023-08-15,CMP-0057,818,23,0,6.85,0.0,6,0,0.6329,122.8,0.028117,0.2978,0.0,0.0,0.0,8.3741,2023,8,August,2023Q3,33,Tuesday,False
2023-08-16,CMP-0057,770,26,0,0.07,0.0,4,0,0.4389,87.6,0.033766,0.0027,0.0,0.0,0.0,0.0909,2023,8,August,2023Q3,33,Wednesday,False
2023-08-17,CMP-0057,808,27,0,1.03,0.0,6,0,0.3024,299.8,0.033416,0.0381,0.0,0.0,0.0,1.2748,2023,8,August,2023Q3,33,Thursday,False
2023-08-18,CMP-0057,818,28,0,6.93,0.0,8,0,0.5177,248.2,0.03423,0.2475,0.0,0.0,0.0,8.4719,2023,8,August,2023Q3,33,Friday,False
2023-08-19,CMP-0057,499,10,0,13.79,0.0,1,0,0.7317,25.7,0.02004,1.379,0.0,0.0,0.0,27.6353,2023,8,August,2023Q3,33,Saturday,True
2023-08-20,CMP-0057,499,12,0,10.04,0.0,1,0,0.2541,55.7,0.024048,0.8367,0.0,0.0,0.0,20.1202,2023,8,August,2023Q3,33,Sunday,True
2023-08-21,CMP-0057,820,31,1,6.3,107.67,11,1,0.3012,195.6,0.037805,0.2032,6.3,17.0905,0.032258,7.6829,2023,8,August,2023Q3,34,Monday,False
2023-08-22,CMP-0057,799,26,0,10.15,0.0,6,0,0.546,241.4,0.032541,0.3904,0.0,0.0,0.0,12.7034,2023,8,August,2023Q3,34,Tuesday,False
2023-08-23,CMP-0057,824,17,0,13.9,0.0,4,0,0.4976,89.1,0.020631,0.8176,0.0,0.0,0.0,16.8689,2023,8,August,2023Q3,34,Wednesday,False
2023-08-24,CMP-0057,835,29,0,11.34,0.0,10,1,0.596,16.0,0.034731,0.391,0.0,0.0,0.0,13.5808,2023,8,August,2023Q3,34,Thursday,False
2023-08-25,CMP-0057,776,21,0,2.61,0.0,6,0,0.5568,144.5,0.027062,0.1243,0.0,0.0,0.0,3.3634,2023,8,August,2023Q3,34,Friday,False
2023-08-26,CMP-0057,527,7,0,4.04,0.0,2,0,0.6035,251.9,0.013283,0.5771,0.0,0.0,0.0,7.666,2023,8,August,2023Q3,34,Saturday,True
2023-08-27,CMP-0057,499,9,0,11.5,0.0,3,0,0.4955,144.3,0.018036,1.2778,0.0,0.0,0.0,23.0461,2023,8,August,2023Q3,34,Sunday,True
2023-08-28,CMP-0057,842,27,0,13.32,0.0,10,1,0.7299,295.8,0.032067,0.4933,0.0,0.0,0.0,15.8195,2023,8,August,2023Q3,35,Monday,False
2023-08-29,CMP-0057,831,32,1,11.83,155.45,11,1,0.6378,233.2,0.038508,0.3697,11.83,13.1403,0.03125,14.2359,2023,8,August,2023Q3,35,Tuesday,False
2023-08-30,CMP-0057,752,25,0,0.53,0.0,4,0,0.5114,33.5,0.033245,0.0212,0.0,0.0,0.0,0.7048,2023,8,August,2023Q3,35,Wednesday,False
2023-08-31,CMP-0057,825,23,0,7.4,0.0,5,0,0.7309,78.4,0.027879,0.3217,0.0,0.0,0.0,8.9697,2023,8,August,2023Q3,35,Thursday,False
2023-09-01,CMP-0057,833,29,0,3.51,0.0,9,1,0.6647,41.9,0.034814,0.121,0.0,0.0,0.0,4.2137,2023,9,September,2023Q3,35,Friday,False
2023-09-02,CMP-0057,498,7,0,10.76,0.0,2,0,0.7258,70.0,0.014056,1.5371,0.0,0.0,0.0,21.6064,2023,9,September,2023Q3,35,Saturday,True
2023-09-03,CMP-0057,473,9,0,12.39,0.0,3,0,0.3139,53.0,0.019027,1.3767,0.0,0.0,0.0,26.1945,2023,9,September,2023Q3,35,Sunday,True
2023-09-04,CMP-0057,765,25,0,3.97,0.0,2,0,0.5776,63.6,0.03268,0.1588,0.0,0.0,0.0,5.1895,2023,9,September,2023Q3,36,Monday,False
2023-09-05,CMP-0057,733,19,0,13.05,0.0,5,0,0.428,146.6,0.025921,0.6868,0.0,0.0,0.0,17.8035,2023,9,September,2023Q3,36,Tuesday,False
2023-09-06,CMP-0057,780,21,0,0.11,0.0,2,0,0.5951,211.5,0.026923,0.0052,0.0,0.0,0.0,0.141,2023,9,September,2023Q3,36,Wednesday,False
2023-09-07,CMP-0057,786,21,0,12.58,0.0,5,0,0.4356,237.5,0.026718,0.599,0.0,0.0,0.0,16.0051,2023,9,September,2023Q3,36,Thursday,False
2023-09-08,CMP-0057,749,13,0,12.6,0.0,1,0,0.5581,43.2,0.017356,0.9692,0.0,0.0,0.0,16.8224,2023,9,September,2023Q3,36,Friday,False
2023-09-09,CMP-0057,490,7,0,9.51,0.0,2,0,0.4828,182.4,0.014286,1.3586,0.0,0.0,0.0,19.4082,2023,9,September,2023Q3,36,Saturday,True
2023-09-10,CMP-0057,512,9,0,11.03,0.0,2,0,0.6828,178.7,0.017578,1.2256,0.0,0.0,0.0,21.543,2023,9,September,2023Q3,36,Sunday,True
2023-09-11,CMP-0057,778,25,0,3.07,0.0,3,0,0.3993,56.1,0.032134,0.1228,0.0,0.0,0.0,3.946,2023,9,September,2023Q3,37,Monday,False
2023-09-12,CMP-0057,780,27,0,4.34,0.0,9,1,0.357,134.5,0.034615,0.1607,0.0,0.0,0.0,5.5641,2023,9,September,2023Q3,37,Tuesday,False
2023-09-13,CMP-0057,738,22,0,1.62,0.0,2,0,0.4413,138.0,0.02981,0.0736,0.0,0.0,0.0,2.1951,2023,9,September,2023Q3,37,Wednesday,False
2023-09-14,CMP-0057,790,23,0,10.31,0.0,5,0,0.4497,212.9,0.029114,0.4483,0.0,0.0,0.0,13.0506,2023,9,September,2023Q3,37,Thursday,False
2023-09-15,CMP-0057,730,18,0,2.55,0.0,2,0,0.5473,237.1,0.024658,0.1417,0.0,0.0,0.0,3.4932,2023,9,September,2023Q3,37,Friday,False
2023-09-16,CMP-0057,495,8,0,3.55,0.0,1,0,0.5356,71.0,0.016162,0.4438,0.0,0.0,0.0,7.1717,2023,9,September,2023Q3,37,Saturday,True
2023-09-17,CMP-0057,496,11,0,14.38,0.0,1,0,0.5525,23.6,0.022177,1.3073,0.0,0.0,0.0,28.9919,2023,9,September,2023Q3,37,Sunday,True
2023-09-18,CMP-0057,804,17,0,1.44,0.0,3,0,0.7328,22.4,0.021144,0.0847,0.0,0.0,0.0,1.791,2023,9,September,2023Q3,38,Monday,False
2023-09-19,CMP-0057,735,26,0,6.92,0.0,3,0,0.2673,143.7,0.035374,0.2662,0.0,0.0,0.0,9.415,2023,9,September,2023Q3,38,Tuesday,False
2023-09-20,CMP-0057,726,25,0,2.4,0.0,6,0,0.2706,160.2,0.034435,0.096,0.0,0.0,0.0,3.3058,2023,9,September,2023Q3,38,Wednesday,False
2023-09-21,CMP-0057,809,21,0,13.27,0.0,5,0,0.2625,249.7,0.025958,0.6319,0.0,0.0,0.0,16.403,2023,9,September,2023Q3,38,Thursday,False
2023-09-22,CMP-0057,760,18,0,4.74,0.0,5,0,0.6462,299.7,0.023684,0.2633,0.0,0.0,0.0,6.2368,2023,9,September,2023Q3,38,Friday,False
2023-09-23,CMP-0057,522,14,0,1.66,0.0,4,0,0.487,16.8,0.02682,0.1186,0.0,0.0,0.0,3.1801,2023,9,September,2023Q3,38,Saturday,True
2023-09-24,CMP-0057,474,9,0,3.85,0.0,1,0,0.6625,231.5,0.018987,0.4278,0.0,0.0,0.0,8.1224,2023,9,September,2023Q3,38,Sunday,True
2023-09-25,CMP-0057,746,25,0,4.4,0.0,9,0,0.3221,199.7,0.033512,0.176,0.0,0.0,0.0,5.8981,2023,9,September,2023Q3,39,Monday,False
2023-09-26,CMP-0057,745,29,1,0.23,96.28,4,0,0.6277,55.4,0.038926,0.0079,0.23,418.6087,0.034483,0.3087,2023,9,September,2023Q3,39,Tuesday,False
2023-09-27,CMP-0057,775,27,0,10.99,0.0,8,1,0.4025,249.6,0.034839,0.407,0.0,0.0,0.0,14.1806,2023,9,September,2023Q3,39,Wednesday,False
2023-09-28,CMP-0057,777,21,0,11.97,0.0,3,0,0.3541,67.0,0.027027,0.57,0.0,0.0,0.0,15.4054,2023,9,September,2023Q3,39,Thursday,False
2023-09-29,CMP-0057,773,26,0,9.62,0.0,3,0,0.4852,37.5,0.033635,0.37,0.0,0.0,0.0,12.445,2023,9,September,2023Q3,39,Friday,False
2023-09-30,CMP-0057,475,10,0,6.98,0.0,3,0,0.7353,53.2,0.021053,0.698,0.0,0.0,0.0,14.6947,2023,9,September,2023Q3,39,Saturday,True
2023-10-01,CMP-0057,475,8,0,14.22,0.0,1,0,0.306,25.6,0.016842,1.7775,0.0,0.0,0.0,29.9368,2023,10,October,2023Q4,39,Sunday,True
2023-10-02,CMP-0057,729,19,0,1.59,0.0,2,0,0.5185,277.8,0.026063,0.0837,0.0,0.0,0.0,2.1811,2023,10,October,2023Q4,40,Monday,False
2023-10-03,CMP-0057,738,21,0,1.36,0.0,5,0,0.6287,96.4,0.028455,0.0648,0.0,0.0,0.0,1.8428,2023,10,October,2023Q4,40,Tuesday,False
2023-10-04,CMP-0057,775,18,0,9.1,0.0,4,0,0.464,265.5,0.023226,0.5056,0.0,0.0,0.0,11.7419,2023,10,October,2023Q4,40,Wednesday,False
2023-10-05,CMP-0057,698,29,1,14.71,143.61,4,0,0.7496,273.7,0.041547,0.5072,14.71,9.7627,0.034483,21.0745,2023,10,October,2023Q4,40,Thursday,False
2023-10-06,CMP-0057,796,25,0,7.5,0.0,5,0,0.6246,139.9,0.031407,0.3,0.0,0.0,0.0,9.4221,2023,10,October,2023Q4,40,Friday,False
2023-10-07,CMP-0057,495,7,0,9.86,0.0,2,0,0.2663,98.1,0.014141,1.4086,0.0,0.0,0.0,19.9192,2023,10,October,2023Q4,40,Saturday,True
2023-10-08,CMP-0057,458,10,0,12.7,0.0,2,0,0.4518,225.0,0.021834,1.27,0.0,0.0,0.0,27.7293,2023,10,October,2023Q4,40,Sunday,True
2023-10-09,CMP-0057,758,27,0,11.46,0.0,8,1,0.3508,188.3,0.03562,0.4244,0.0,0.0,0.0,15.1187,2023,10,October,2023Q4,41,Monday,False
2023-10-10,CMP-0057,775,26,0,10.96,0.0,4,0,0.3652,169.0,0.033548,0.4215,0.0,0.0,0.0,14.1419,2023,10,October,2023Q4,41,Tuesday,False
2023-10-11,CMP-0057,772,13,0,7.65,0.0,4,0,0.3289,78.8,0.016839,0.5885,0.0,0.0,0.0,9.9093,2023,10,October,2023Q4,41,Wednesday,False
2023-10-12,CMP-0057,755,22,0,14.48,0.0,4,0,0.6072,17.8,0.029139,0.6582,0.0,0.0,0.0,19.1788,2023,10,October,2023Q4,41,Thursday,False
2023-10-13,CMP-0057,741,27,0,0.99,0.0,8,0,0.7194,57.3,0.036437,0.0367,0.0,0.0,0.0,1.336,2023,10,October,2023Q4,41,Friday,False
2023-10-14,CMP-0057,460,8,0,0.22,0.0,0,0,0.3589,32.4,0.017391,0.0275,0.0,0.0,0.0,0.4783,2023,10,October,2023Q4,41,Saturday,True
2023-10-15,CMP-0057,467,10,0,0.27,0.0,1,0,0.6072,129.9,0.021413,0.027,0.0,0.0,0.0,0.5782,2023,10,October,2023Q4,41,Sunday,True
2023-10-16,CMP-0057,715,28,0,3.59,0.0,2,0,0.5359,236.8,0.039161,0.1282,0.0,0.0,0.0,5.021,2023,10,October,2023Q4,42,Monday,False
2023-10-17,CMP-0057,744,20,0,14.99,0.0,2,0,0.2616,287.2,0.026882,0.7495,0.0,0.0,0.0,20.1478,2023,10,October,2023Q4,42,Tuesday,False
2023-10-18,CMP-0057,764,23,0,12.76,0.0,7,1,0.6602,54.6,0.030105,0.5548,0.0,0.0,0.0,16.7016,2023,10,October,2023Q4,42,Wednesday,False
2023-10-19,CMP-0057,766,23,0,7.42,0.0,7,0,0.516,235.4,0.030026,0.3226,0.0,0.0,0.0,9.6867,2023,10,October,2023Q4,42,Thursday,False
2023-10-20,CMP-0057,723,23,0,10.9,0.0,6,0,0.5209,223.9,0.031812,0.4739,0.0,0.0,0.0,15.0761,2023,10,October,2023Q4,42,Friday,False
2023-10-21,CMP-0057,481,11,0,4.5,0.0,4,0,0.6833,171.1,0.022869,0.4091,0.0,0.0,0.0,9.3555,2023,10,October,2023Q4,42,Saturday,True
2023-10-22,CMP-0057,497,6,0,7.2,0.0,1,0,0.7107,247.5,0.012072,1.2,0.0,0.0,0.0,14.4869,2023,10,October,2023Q4,42,Sunday,True
2024-11-26,CMP-0058,7018,55,2,666.85,241.79,16,1,0.3094,42.6,0.007837,12.1245,333.425,0.3626,0.036364,95.0199,2024,11,November,2024Q4,48,Tuesday,False
2024-11-27,CMP-0058,6203,47,1,645.93,183.32,5,0,0.6912,105.7,0.007577,13.7432,645.93,0.2838,0.021277,104.1319,2024,11,November,2024Q4,48,Wednesday,False
2024-11-28,CMP-0058,2634,9,0,311.81,0.0,1,0,0.5006,231.4,0.003417,34.6456,0.0,0.0,0.0,118.3789,2024,11,November,2024Q4,48,Thursday,False
2024-11-29,CMP-0058,8636,83,4,825.69,366.16,32,2,0.3799,256.6,0.009611,9.9481,206.4225,0.4435,0.048193,95.6102,2024,11,November,2024Q4,48,Friday,False
2024-11-30,CMP-0058,1472,6,0,359.57,0.0,1,0,0.4564,23.5,0.004076,59.9283,0.0,0.0,0.0,244.2731,2024,11,November,2024Q4,48,Saturday,True
2024-12-01,CMP-0058,1860,6,0,283.75,0.0,1,0,0.541,215.7,0.003226,47.2917,0.0,0.0,0.0,152.5538,2024,12,December,2024Q4,48,Sunday,True
2024-12-02,CMP-0058,3373,12,0,324.05,0.0,1,0,0.2793,54.3,0.003558,27.0042,0.0,0.0,0.0,96.0717,2024,12,December,2024Q4,49,Monday,False
2024-12-03,CMP-0058,9160,93,5,869.16,751.23,31,4,0.5195,41.1,0.010153,9.3458,173.832,0.8643,0.053763,94.8865,2024,12,December,2024Q4,49,Tuesday,False
2024-12-04,CMP-0058,6039,54,2,766.7,357.39,15,1,0.5482,233.6,0.008942,14.1981,383.35,0.4661,0.037037,126.9581,2024,12,December,2024Q4,49,Wednesday,False
2024-12-05,CMP-0058,7963,66,3,713.74,206.32,24,1,0.5154,157.7,0.008288,10.8142,237.9133,0.2891,0.045455,89.632,2024,12,December,2024Q4,49,Thursday,False
2024-12-06,CMP-0058,4553,51,3,955.12,254.54,10,0,0.3637,275.1,0.011201,18.7278,318.3733,0.2665,0.058824,209.7782,2024,12,December,2024Q4,49,Friday,False
2024-12-07,CMP-0058,4720,29,1,536.29,74.95,5,0,0.3611,298.8,0.006144,18.4928,536.29,0.1398,0.034483,113.6208,2024,12,December,2024Q4,49,Saturday,True
2024-12-08,CMP-0058,2765,20,1,629.43,89.49,2,0,0.6358,285.9,0.007233,31.4715,629.43,0.1422,0.05,227.642,2024,12,December,2024Q4,49,Sunday,True
2024-12-09,CMP-0058,4418,28,0,539.26,0.0,7,1,0.7191,194.1,0.006338,19.2593,0.0,0.0,0.0,122.0598,2024,12,December,2024Q4,50,Monday,False
2024-12-10,CMP-0058,7322,63,3,742.31,559.12,12,0,0.5828,269.3,0.008604,11.7827,247.4367,0.7532,0.047619,101.3808,2024,12,December,2024Q4,50,Tuesday,False
2024-12-11,CMP-0058,2571,15,0,505.78,0.0,3,0,0.2777,136.5,0.005834,33.7187,0.0,0.0,0.0,196.725,2024,12,December,2024Q4,50,Wednesday,False
2024-12-12,CMP-0058,3164,26,1,713.18,59.65,6,0,0.4791,23.4,0.008217,27.43,713.18,0.0836,0.038462,225.4046,2024,12,December,2024Q4,50,Thursday,False
2024-12-13,CMP-0058,6688,55,2,710.3,307.51,8,1,0.3136,224.5,0.008224,12.9145,355.15,0.4329,0.036364,106.2051,2024,12,December,2024Q4,50,Friday,False
2024-12-14,CMP-0058,5809,36,1,535.27,108.38,7,0,0.5774,90.4,0.006197,14.8686,535.27,0.2025,0.027778,92.1449,2024,12,December,2024Q4,50,Saturday,True
2024-12-15,CMP-0058,3867,21,1,480.0,100.83,5,0,0.6257,79.0,0.005431,22.8571,480.0,0.2101,0.047619,124.1272,2024,12,December,2024Q4,50,Sunday,True
2024-12-16,CMP-0058,8463,83,4,840.67,697.99,31,5,0.406,221.7,0.009807,10.1286,210.1675,0.8303,0.048193,99.3348,2024,12,December,2024Q4,51,Monday,False
2024-12-17,CMP-0058,9528,95,5,852.63,455.14,14,1,0.4699,296.5,0.009971,8.9751,170.526,0.5338,0.052632,89.4868,2024,12,December,2024Q4,51,Tuesday,False
2024-12-18,CMP-0058,11051,139,9,1069.62,812.05,48,2,0.561,109.9,0.012578,7.6951,118.8467,0.7592,0.064748,96.7894,2024,12,December,2024Q4,51,Wednesday,False
2024-12-19,CMP-0058,3024,24,1,700.34,118.64,7,1,0.3525,223.6,0.007937,29.1808,700.34,0.1694,0.041667,231.5939,2024,12,December,2024Q4,51,Thursday,False
2024-12-20,CMP-0058,4713,33,1,606.79,68.72,5,0,0.4609,155.0,0.007002,18.3876,606.79,0.1133,0.030303,128.7481,2024,12,December,2024Q4,51,Friday,False
2024-12-21,CMP-0058,3585,21,1,499.07,71.59,8,1,0.6247,51.0,0.005858,23.7652,499.07,0.1434,0.047619,139.2106,2024,12,December,2024Q4,51,Saturday,True
2024-12-22,CMP-0058,3008,14,0,399.34,0.0,3,0,0.5047,256.5,0.004654,28.5243,0.0,0.0,0.0,132.7593,2024,12,December,2024Q4,51,Sunday,True
2024-12-23,CMP-0058,8988,102,6,969.01,616.25,20,3,0.4501,58.5,0.011348,9.5001,161.5017,0.636,0.058824,107.8115,2024,12,December,2024Q4,52,Monday,False
